Time for screening with MACD: 6.86 (s)
Number of screened stocks: 674
     Sector      Code  Name            ChagesRatio        Marcap  MACD
388  IT소프트웨어  086960  MDS테크                    2.44    128465354592  1. 상승 추세 / 추세 확대중
156  IT소프트웨어  011690  와이투솔루션               2.81    120512628230  2. 상승 추세 / 눌림목
282  IT소프트웨어  041020  폴라리스오피스             2.92    280451808720  2. 상승 추세 / 눌림목
515  IT소프트웨어  204610  티쓰리                     3.07    119454710560  2. 상승 추세 / 눌림목
401  IT소프트웨어  090850  현대이지웰                 3.1     149839537910  2. 상승 추세 / 눌림목
414  IT소프트웨어  093640  케이알엠                   3.12    129448694280  1. 상승 추세 / 추세 확대중
416  IT소프트웨어  094480  갤럭시아머니트리           3.6     338945800320  1. 상승 추세 / 추세 확대중
665  IT소프트웨어  472850  폰드그룹                   4.46    295623547620  1. 상승 추세 / 추세 확대중
586  IT소프트웨어  294570  쿠콘                       4.49    226628538500  1. 상승 추세 / 추세 확대중
310  IT소프트웨어  052400  코나아이                   4.6     661901575950  2. 상승 추세 / 눌림목
314  IT소프트웨어  053300  한국정보인증               5.11    252950511560  2. 상승 추세 / 눌림목
219  IT소프트웨어  030520  한글과컴퓨터               5.34    596030689600  1. 상승 추세 / 추세 확대중
559  IT소프트웨어  257720  실리콘투                   9.96   3174822025200  1. 상승 추세 / 추세 확대중
625  IT소프트웨어  377030  비트맥스                  11.42    158046537390  1. 상승 추세 / 추세 확대중
315  IT소프트웨어  053580  웹케시                    21.72    247634263680  1. 상승 추세 / 추세 확대중
     Sector               Code  Name                  ChagesRatio           Marcap  MACD
---  -----------------  ------  ------------------  -------------  ---------------  --------------------------
215  IT하드웨어/반도체  029530  신도리코                    -5.29     469225349950  2. 상승 추세 / 눌림목
467  IT하드웨어/반도체  126730  코칩                        -2.28     109524564800  2. 상승 추세 / 눌림목
311  IT하드웨어/반도체  052710  아모텍                      -1.96     124082275410  2. 상승 추세 / 눌림목
497  IT하드웨어/반도체  179900  유티아이                    -1.96     403934152500  1. 상승 추세 / 추세 확대중
329  IT하드웨어/반도체  060720  KH바텍                      -1.46     240089261880  2. 상승 추세 / 눌림목
239  IT하드웨어/반도체  033640  네패스                      -1.27     178939407520  2. 상승 추세 / 눌림목
452  IT하드웨어/반도체  119830  아이텍                      -1.02     129166445280  2. 상승 추세 / 눌림목
362  IT하드웨어/반도체  077500  유니퀘스트                  -0.62     137592649740  2. 상승 추세 / 눌림목
536  IT하드웨어/반도체  222800  심텍                         0        569870618270  2. 상승 추세 / 눌림목
187  IT하드웨어/반도체  017900  광전자                       0.05     109455768307  1. 상승 추세 / 추세 확대중
415  IT하드웨어/반도체  093920  서원인텍                     0.18     103602000000  1. 상승 추세 / 추세 확대중
222  IT하드웨어/반도체  031330  에스에이엠티                 0.18     278486261595  1. 상승 추세 / 추세 확대중
556  IT하드웨어/반도체  254490  미래반도체                   0.21     205885880000  2. 상승 추세 / 눌림목
371  IT하드웨어/반도체  080420  모다이노칩                   0.66     182562514380  2. 상승 추세 / 눌림목
657  IT하드웨어/반도체  452430  사피엔반도체                 0.93     177404493600  2. 상승 추세 / 눌림목
412  IT하드웨어/반도체  093190  빅솔론                       1.04     111778038050  1. 상승 추세 / 추세 확대중
463  IT하드웨어/반도체  125210  아모그린텍                   1.09     106734231300  2. 상승 추세 / 눌림목
 15  IT하드웨어/반도체  000660  SK하이닉스                   1.47  151060490737500  2. 상승 추세 / 눌림목
654  IT하드웨어/반도체  450950  아스테라시스                 1.64     454151014380  2. 상승 추세 / 눌림목
649  IT하드웨어/반도체  424960  스마트레이더시스템           1.71     158341134000  2. 상승 추세 / 눌림목
406  IT하드웨어/반도체  092220  KEC                          1.74     152379224019  1. 상승 추세 / 추세 확대중
323  IT하드웨어/반도체  058470  리노공업                     2.53    3094201110000  2. 상승 추세 / 눌림목
339  IT하드웨어/반도체  065680  우주일렉트로                 3.33     286454601000  2. 상승 추세 / 눌림목
413  IT하드웨어/반도체  093520  매커스                       5.6      213352814400  1. 상승 추세 / 추세 확대중
664  IT하드웨어/반도체  464080  에스오에스랩                 6.24     244009254000  2. 상승 추세 / 눌림목
534  IT하드웨어/반도체  218410  RFHIC                        6.31     553524837800  1. 상승 추세 / 추세 확대중
468  IT하드웨어/반도체  127120  제이에스링크                 7.41     250359774720  2. 상승 추세 / 눌림목
529  IT하드웨어/반도체  214430  아이쓰리시스템              12.77     589861080000  1. 상승 추세 / 추세 확대중
     Sector      Code  Name          ChagesRatio         Marcap  MACD
---  --------  ------  ----------  -------------  -------------  --------------------------
293  가전제품  044340  위닉스              -0.93   113853717250  1. 상승 추세 / 추세 확대중
505  가전제품  192400  쿠쿠홀딩스          -0.17  1065087440750  2. 상승 추세 / 눌림목
269  가전제품  037070  파세코               1      141200000000  2. 상승 추세 / 눌림목
     Sector                           Code  Name              ChagesRatio        Marcap  MACD
---  -----------------------------  ------  --------------  -------------  ------------  --------------------------
535  건강기능식품 (유사: 헬스케어)  222040  코스맥스엔비티          13.44  118404720000  1. 상승 추세 / 추세 확대중
     Sector      Code  Name              ChagesRatio          Marcap  MACD
---  --------  ------  --------------  -------------  --------------  --------------------------
522  건설      210980  SK디앤디                -2.49    175189564620  2. 상승 추세 / 눌림목
196  건설      021320  KCC건설                 -2.13    108070000000  2. 상승 추세 / 눌림목
486  건설      151860  KG에코솔루션            -1.62    289902282180  1. 상승 추세 / 추세 확대중
603  건설      317400  자이에스앤디            -1.39    137871858600  2. 상승 추세 / 눌림목
209  건설      028050  삼성E&A                 -1.38   4204200000000  2. 상승 추세 / 눌림목
301  건설      047040  대우건설                -1.19   1731068287270  2. 상승 추세 / 눌림목
256  건설      035890  서희건설                -1.06    408829245003  2. 상승 추세 / 눌림목
210  건설      028100  동아지질                -0.94    210884656500  2. 상승 추세 / 눌림목
117  건설      006360  GS건설                  -0.44   1929862599500  2. 상승 추세 / 눌림목
164  건설      013120  동원개발                -0.39    231560655000  2. 상승 추세 / 눌림목
140  건설      009410  태영건설                -0.18    823037707830  2. 상승 추세 / 눌림목
316  건설      053690  한미글로벌              -0.11    191318823000  2. 상승 추세 / 눌림목
297  건설      045100  한양이엔지               0.06    293040000000  1. 상승 추세 / 추세 확대중
 47  건설      002150  도화엔지니어링           0.15    222889200000  1. 상승 추세 / 추세 확대중
 65  건설      003070  코오롱글로벌             0.22    171719706910  1. 상승 추세 / 추세 확대중
  7  건설      000210  DL                       0.34    930441249600  2. 상승 추세 / 눌림목
342  건설      066620  국보디자인               0.38    137475000000  1. 상승 추세 / 추세 확대중
622  건설      375500  DL이앤씨                 0.41   1876640715500  2. 상승 추세 / 눌림목
150  건설      010780  아이에스동서             0.48    638454542400  1. 상승 추세 / 추세 확대중
112  건설      005960  동부건설                 0.59    116569048040  2. 상승 추세 / 눌림목
 58  건설      002780  진흥기업                 0.79    111431356670  2. 상승 추세 / 눌림목
211  건설      028260  삼성물산                 1     25717451107200  2. 상승 추세 / 눌림목
155  건설      011560  세보엠이씨               1.04    112776300000  1. 상승 추세 / 추세 확대중
 19  건설      000720  현대건설                 2.98   7316073760500  2. 상승 추세 / 눌림목
 62  건설      002990  금호건설                 3.4     118204648200  1. 상승 추세 / 추세 확대중
     Sector      Code  Name                 ChagesRatio         Marcap  MACD
---  --------  ------  -----------------  -------------  -------------  --------------------------
444  건자재    108670  LX하우시스                 -2.21   277997770000  2. 상승 추세 / 눌림목
594  건자재    300720  한일시멘트                 -1.79  1250863412400  2. 상승 추세 / 눌림목
 54  건자재    002380  KCC                        -1.79  2683714242000  2. 상승 추세 / 눌림목
 21  건자재    000860  강남제비스코               -1.76   159380000000  2. 상승 추세 / 눌림목
246  건자재    034810  해성산업                   -1.76   236688350390  2. 상승 추세 / 눌림목
397  건자재    090350  노루페인트                 -1.44   177800000000  2. 상승 추세 / 눌림목
537  건자재    225190  LK삼양                     -1.14   153767773200  1. 상승 추세 / 추세 확대중
 45  건자재    002030  아세아                     -0.7    592937830000  2. 상승 추세 / 눌림목
 11  건자재    000390  삼화페인트                 -0.66   162948779310  2. 상승 추세 / 눌림목
465  건자재    126600  BGF에코머티리얼즈          -0.5    187673028010  1. 상승 추세 / 추세 확대중
 68  건자재    003120  일성아이에스               -0.3    263606000000  2. 상승 추세 / 눌림목
197  건자재    023410  유진기업                   -0.29   265562814405  2. 상승 추세 / 눌림목
200  건자재    023600  삼보판지                    0      143913000000  1. 상승 추세 / 추세 확대중
 39  건자재    001520  동양                        0.83   144403858115  1. 상승 추세 / 추세 확대중
154  건자재    011390  부산산업                    1.8    107606400000  2. 상승 추세 / 눌림목
499  건자재    183190  아세아시멘트                2.02   433969467400  2. 상승 추세 / 눌림목
495  건자재    175140  휴먼테크놀로지              3.73   131181483480  1. 상승 추세 / 추세 확대중
     Sector      Code  Name            ChagesRatio         Marcap  MACD
---  --------  ------  ------------  -------------  -------------  --------------------------
332  게임      063080  컴투스홀딩스          -0.47   138828791600  2. 상승 추세 / 눌림목
324  게임      058630  엠게임                 0      103582548100  1. 상승 추세 / 추세 확대중
419  게임      095660  네오위즈               0      559534489600  2. 상승 추세 / 눌림목
349  게임      069080  웹젠                   0.65   482682331800  2. 상승 추세 / 눌림목
538  게임      225570  넥슨게임즈             2.99   885160738560  1. 상승 추세 / 추세 확대중
584  게임      293490  카카오게임즈           3.03  1382212169160  1. 상승 추세 / 추세 확대중
508  게임      194480  데브시스터즈           5.55   522080820000  1. 상승 추세 / 추세 확대중
552  게임      251270  넷마블                 7.83  4736037960200  2. 상승 추세 / 눌림목
264  게임      036570  엔씨소프트             9.18  3587079663000  1. 상승 추세 / 추세 확대중
     Sector      Code  Name              ChagesRatio        Marcap  MACD
---  --------  ------  --------------  -------------  ------------  --------------------------
526  기타      213500  한솔제지                -1.04  203732930560  2. 상승 추세 / 눌림목
317  기타      054050  농우바이오               0.37  129526932880  2. 상승 추세 / 눌림목
531  기타      215200  메가스터디교육           1.15  570857011000  2. 상승 추세 / 눌림목
354  기타      070960  모나용평                 1.18  206973331900  2. 상승 추세 / 눌림목
372  기타      081000  일진다이아               2.22  183502437000  1. 상승 추세 / 추세 확대중
119  기타      006730  서부T&D                  5.12  541919307060  1. 상승 추세 / 추세 확대중
     Sector      Code  Name                  ChagesRatio        Marcap  MACD
---  --------  ------  ------------------  -------------  ------------  --------------------------
161  기타금융  012700  리드코프                    -3.65  146776049250  2. 상승 추세 / 눌림목
201  기타금융  023760  한국캐피탈                  -3.43  204199395672  2. 상승 추세 / 눌림목
124  기타금융  007330  푸른저축은행                -1.44  133784436000  2. 상승 추세 / 눌림목
613  기타금융  348950  제이알글로벌리츠            -0.18  547718400000  2. 상승 추세 / 눌림목
243  기타금융  034310  NICE                        -0.17  442199744220  2. 상승 추세 / 눌림목
390  기타금융  088260  이리츠코크렙                 0     293904977600  2. 상승 추세 / 눌림목
460  기타금융  123890  한국자산신탁                 0     302875466850  1. 상승 추세 / 추세 확대중
640  기타금융  400760  NH올원리츠                   0.27  160846988400  2. 상승 추세 / 눌림목
642  기타금융  404990  신한서부티엔디리츠           0.28  202000741240  1. 상승 추세 / 추세 확대중
304  기타금융  049720  고려신용정보                 0.48  148863000000  2. 상승 추세 / 눌림목
247  기타금융  034830  한국토지신탁                 0.85  297937291400  1. 상승 추세 / 추세 확대중
160  기타금융  012030  DB                           1.8   284258767329  1. 상승 추세 / 추세 확대중
248  기타금융  034950  한국기업평가                 2.13  435889344000  1. 상승 추세 / 추세 확대중
     Sector             Code  Name            ChagesRatio        Marcap  MACD
---  ---------------  ------  ------------  -------------  ------------  ---------------------
525  디스플레이 소재  213420  덕산네오룩스           0.13  926202976700  2. 상승 추세 / 눌림목
     Sector             Code  Name            ChagesRatio        Marcap  MACD
---  ---------------  ------  ------------  -------------  ------------  --------------------------
321  디스플레이 장비  056190  에스에프에이           0.48  755879398000  2. 상승 추세 / 눌림목
457  디스플레이 장비  122640  예스티                 0.62  303703297500  2. 상승 추세 / 눌림목
491  디스플레이 장비  161580  필옵틱스               1.03  784980607600  2. 상승 추세 / 눌림목
448  디스플레이 장비  114810  한솔아이원스           6.21  249332477280  1. 상승 추세 / 추세 확대중
     Sector             Code  Name      ChagesRatio        Marcap  MACD
---  ---------------  ------  ------  -------------  ------------  ---------------------
645  디스플레이 패널  418420  라온텍          -4.14  112400652390  2. 상승 추세 / 눌림목
     Sector      Code  Name            ChagesRatio         Marcap  MACD
---  --------  ------  ------------  -------------  -------------  --------------------------
570  로봇      270660  에브리봇              -1.75   206242500440  2. 상승 추세 / 눌림목
400  로봇      090710  휴림로봇               0.99   225436286685  2. 상승 추세 / 눌림목
398  로봇      090360  로보스타               1.22   241800000000  2. 상승 추세 / 눌림목
443  로봇      108490  로보티즈               4.68   827112516000  1. 상승 추세 / 추세 확대중
635  로봇      388720  유일로보틱스           5.35   858930344800  2. 상승 추세 / 눌림목
488  로봇      160190  하이젠알앤엠           7.32  1176832800000  2. 상승 추세 / 눌림목
     Sector      Code  Name                ChagesRatio         Marcap  MACD
---  --------  ------  ----------------  -------------  -------------  --------------------------
528  미디어    214320  이노션                    -1.16   718800000000  2. 상승 추세 / 눌림목
217  미디어    030000  제일기획                  -0.33  2105254417500  2. 상승 추세 / 눌림목
249  미디어    035000  HS애드                    -0.14   119285344800  1. 상승 추세 / 추세 확대중
646  미디어    418470  KT밀리의서재              -0.05   156726889160  2. 상승 추세 / 눌림목
292  미디어    043610  KT지니뮤직                 0      127272809220  1. 상승 추세 / 추세 확대중
271  미디어    037560  LG헬로비전                 0.99   197876740075  2. 상승 추세 / 눌림목
394  미디어    089600  KT나스미디어               1.1    181273114210  1. 상승 추세 / 추세 확대중
344  미디어    067160  SOOP                       1.3    986251008600  1. 상승 추세 / 추세 확대중
313  미디어    053210  스카이라이프               1.72   224308347600  1. 상승 추세 / 추세 확대중
242  미디어    034120  SBS                        3.66   499028302200  1. 상승 추세 / 추세 확대중
663  미디어    461300  아이스크림미디어           7.44   224403168990  2. 상승 추세 / 눌림목
     Sector      Code  Name          ChagesRatio        Marcap  MACD
---  --------  ------  ----------  -------------  ------------  --------------------------
553  미용기기  251970  펌텍코리아           1.62  700600000000  2. 상승 추세 / 눌림목
608  미용기기  335890  비올                 1.71  625084637500  1. 상승 추세 / 추세 확대중
     Sector                  Code  Name                      ChagesRatio         Marcap  MACD
---  --------------------  ------  ----------------------  -------------  -------------  --------------------------
611  바이오/제약/신약개발  338840  와이바이오로직스               -18.23   141912153600  2. 상승 추세 / 눌림목
592  바이오/제약/신약개발  299660  셀리드                          -7.86   165658369450  2. 상승 추세 / 눌림목
585  바이오/제약/신약개발  293780  압타바이오                      -5.59   218007829600  1. 상승 추세 / 추세 확대중
152  바이오/제약/신약개발  011000  진원생명과학                    -5.09   276829690580  2. 상승 추세 / 눌림목
598  바이오/제약/신약개발  307750  국전약품                        -4.31   221599786550  1. 상승 추세 / 추세 확대중
366  바이오/제약/신약개발  078160  메디포스트                      -4.06   331570336650  2. 상승 추세 / 눌림목
600  바이오/제약/신약개발  308430  셀비온                          -3.31   221208164320  2. 상승 추세 / 눌림목
475  바이오/제약/신약개발  138610  나이벡                          -2.97   378410256700  1. 상승 추세 / 추세 확대중
386  바이오/제약/신약개발  086890  이수앱지스                      -2.69   187271898060  2. 상승 추세 / 눌림목
470  바이오/제약/신약개발  128940  한미약품                        -2.25  3900946759500  2. 상승 추세 / 눌림목
628  바이오/제약/신약개발  378800  샤페론                          -1.84   112282790475  1. 상승 추세 / 추세 확대중
  0  바이오/제약/신약개발  000020  동화약품                        -1.67   181275240300  2. 상승 추세 / 눌림목
479  바이오/제약/신약개발  140410  메지온                          -1.5   1185289930000  2. 상승 추세 / 눌림목
343  바이오/제약/신약개발  067080  대화제약                        -1.4    300845064000  1. 상승 추세 / 추세 확대중
 24  바이오/제약/신약개발  001060  JW중외제약                      -1.29   533247797000  1. 상승 추세 / 추세 확대중
550  바이오/제약/신약개발  249420  일동제약                        -1.27   348536262420  2. 상승 추세 / 눌림목
501  바이오/제약/신약개발  185750  종근당                          -1.27  1180137690000  1. 상승 추세 / 추세 확대중
 70  바이오/제약/신약개발  003220  대원제약                        -1.22   308379266250  2. 상승 추세 / 눌림목
318  바이오/제약/신약개발  054670  대한뉴팜                        -1.21   105508662000  2. 상승 추세 / 눌림목
583  바이오/제약/신약개발  293480  하나제약                        -1.18   207765738740  2. 상승 추세 / 눌림목
389  바이오/제약/신약개발  087010  펩트론                          -1.08  5358390500000  2. 상승 추세 / 눌림목
494  바이오/제약/신약개발  170900  동아에스티                      -1.03   448926960000  2. 상승 추세 / 눌림목
382  바이오/제약/신약개발  084990  헬릭스미스                      -0.9    151875766115  1. 상승 추세 / 추세 확대중
338  바이오/제약/신약개발  065660  안트로젠                        -0.88   226137860000  2. 상승 추세 / 눌림목
302  바이오/제약/신약개발  048530  인트론바이오                    -0.8    148385060890  1. 상승 추세 / 추세 확대중
139  바이오/제약/신약개발  009290  광동제약                        -0.72   288314680500  2. 상승 추세 / 눌림목
235  바이오/제약/신약개발  033270  유나이티드제약                  -0.71   341376879800  2. 상승 추세 / 눌림목
420  바이오/제약/신약개발  095700  제넥신                          -0.7    225880850240  2. 상승 추세 / 눌림목
630  바이오/제약/신약개발  382150  온코크로스                      -0.64   166788046740  1. 상승 추세 / 추세 확대중
 57  바이오/제약/신약개발  002720  국제약품                        -0.61   103048381840  2. 상승 추세 / 눌림목
607  바이오/제약/신약개발  330350  위더스제약                      -0.51   104032855320  2. 상승 추세 / 눌림목
532  바이오/제약/신약개발  215600  신라젠                          -0.45   453756511260  2. 상승 추세 / 눌림목
569  바이오/제약/신약개발  270520  앱트뉴로사이언스                -0.42   186579173550  2. 상승 추세 / 눌림목
387  바이오/제약/신약개발  086900  메디톡스                        -0.41  1229066894800  2. 상승 추세 / 눌림목
 63  바이오/제약/신약개발  003000  부광약품                        -0.25   273476410645  2. 상승 추세 / 눌림목
510  바이오/제약/신약개발  195940  HK이노엔                        -0.24  1178523465600  2. 상승 추세 / 눌림목
 31  바이오/제약/신약개발  001360  삼성제약                        -0.19   151977595506  2. 상승 추세 / 눌림목
190  바이오/제약/신약개발  019170  신풍제약                        -0.17   623633332300  2. 상승 추세 / 눌림목
481  바이오/제약/신약개발  141080  리가켐바이오                    -0.17  4199205768600  2. 상승 추세 / 눌림목
178  바이오/제약/신약개발  016580  환인제약                        -0.08   219108824600  1. 상승 추세 / 추세 확대중
403  바이오/제약/신약개발  092040  아미코젠                         0      242080726800  2. 상승 추세 / 눌림목
588  바이오/제약/신약개발  298380  에이비엘바이오                   0.12  3916210164900  2. 상승 추세 / 눌림목
621  바이오/제약/신약개발  372320  큐로셀                           0.17   429707430000  2. 상승 추세 / 눌림목
116  바이오/제약/신약개발  006280  녹십자                           0.24  1490033595000  2. 상승 추세 / 눌림목
500  바이오/제약/신약개발  183490  엔지켐생명과학                   0.25   101313084342  2. 상승 추세 / 눌림목
502  바이오/제약/신약개발  187420  HLB제넥스                        0.28   104015098740  2. 상승 추세 / 눌림목
103  바이오/제약/신약개발  005500  삼진제약                         0.33   251729000000  1. 상승 추세 / 추세 확대중
430  바이오/제약/신약개발  101140  인바이오젠                       0.33   122438993040  2. 상승 추세 / 눌림목
203  바이오/제약/신약개발  023910  대한약품                         0.35   171000000000  2. 상승 추세 / 눌림목
545  바이오/제약/신약개발  237690  에스티팜                         0.38  1602154596000  1. 상승 추세 / 추세 확대중
513  바이오/제약/신약개발  200670  휴메딕스                         0.38   600801255000  2. 상승 추세 / 눌림목
333  바이오/제약/신약개발  063160  종근당바이오                     0.66   125079933600  1. 상승 추세 / 추세 확대중
104  바이오/제약/신약개발  005690  파미셀                           0.77   710000684120  2. 상승 추세 / 눌림목
571  바이오/제약/신약개발  271980  제일약품                         0.85   191163336000  1. 상승 추세 / 추세 확대중
504  바이오/제약/신약개발  191420  테고사이언스                     0.97   160473824860  1. 상승 추세 / 추세 확대중
595  바이오/제약/신약개발  302440  SK바이오사이언스                 1.11  3573633012000  1. 상승 추세 / 추세 확대중
226  바이오/제약/신약개발  032300  한국파마                         1.71   162400777890  1. 상승 추세 / 추세 확대중
118  바이오/제약/신약개발  006620  동구바이오제약                   1.75   165950903360  2. 상승 추세 / 눌림목
 40  바이오/제약/신약개발  001540  안국약품                         1.8    103035118000  1. 상승 추세 / 추세 확대중
549  바이오/제약/신약개발  246710  티앤알바이오팹                   2.24   103101571980  2. 상승 추세 / 눌림목
435  바이오/제약/신약개발  102940  코오롱생명과학                   2.33   355308868200  1. 상승 추세 / 추세 확대중
308  바이오/제약/신약개발  052020  에스티큐브                       2.48   448689720600  2. 상승 추세 / 눌림목
558  바이오/제약/신약개발  256940  킵스파마                         2.57   312660720900  2. 상승 추세 / 눌림목
312  바이오/제약/신약개발  053030  바이넥스                         2.8    588969067760  1. 상승 추세 / 추세 확대중
517  바이오/제약/신약개발  204840  지엘팜텍                         2.8    101594071920  2. 상승 추세 / 눌림목
540  바이오/제약/신약개발  226950  올릭스                           4.24  1119283225200  1. 상승 추세 / 추세 확대중
530  바이오/제약/신약개발  214450  파마리서치                       4.99  4976295600000  1. 상승 추세 / 추세 확대중
482  바이오/제약/신약개발  144510  지씨셀                           5      348397585200  1. 상승 추세 / 추세 확대중
373  바이오/제약/신약개발  082270  젬백스                           5.02  2124130929300  1. 상승 추세 / 추세 확대중
544  바이오/제약/신약개발  235980  메드팩토                         5.09   127332074515  1. 상승 추세 / 추세 확대중
557  바이오/제약/신약개발  256840  한국비엔씨                       5.37   402845878540  1. 상승 추세 / 추세 확대중
352  바이오/제약/신약개발  069620  대웅제약                         6.18  1952337887500  1. 상승 추세 / 추세 확대중
638  바이오/제약/신약개발  389470  인벤티지랩                       6.97   458896440300  2. 상승 추세 / 눌림목
285  바이오/제약/신약개발  041910  폴라리스AI파마                   7.42   117328964830  2. 상승 추세 / 눌림목
653  바이오/제약/신약개발  445680  큐리옥스바이오시스템즈           7.64   511922666000  1. 상승 추세 / 추세 확대중
 66  바이오/제약/신약개발  003090  대웅                             8.28  1595997351000  1. 상승 추세 / 추세 확대중
616  바이오/제약/신약개발  358570  지아이이노베이션                 8.87  1187923183440  1. 상승 추세 / 추세 확대중
     Sector         Code  Name              ChagesRatio         Marcap  MACD
---  -----------  ------  --------------  -------------  -------------  ---------------------
404  반도체 소재  092070  디엔에프                -1.32   129373372440  2. 상승 추세 / 눌림목
440  반도체 소재  104830  원익머트리얼즈          -0.25   256572800000  2. 상승 추세 / 눌림목
431  반도체 소재  101160  월덱스                   0      308260239310  2. 상승 추세 / 눌림목
615  반도체 소재  357550  석경에이티               0.5    273841000000  2. 상승 추세 / 눌림목
336  반도체 소재  064760  티씨케이                 1.83  1041410000000  2. 상승 추세 / 눌림목
     Sector         Code  Name            ChagesRatio         Marcap  MACD
---  -----------  ------  ------------  -------------  -------------  --------------------------
648  반도체 장비  420770  기가비스              -1.52   328935920100  2. 상승 추세 / 눌림목
383  반도체 장비  086390  유니테스트            -1.04   220851616700  2. 상승 추세 / 눌림목
377  반도체 장비  083450  GST                   -0.17   333951600000  2. 상승 추세 / 눌림목
643  반도체 장비  417500  제이아이테크           0.74   112123824480  1. 상승 추세 / 추세 확대중
276  반도체 장비  039030  이오테크닉스           0.76  1786334750000  2. 상승 추세 / 눌림목
410  반도체 장비  092870  엑시콘                 0.85   139774035870  2. 상승 추세 / 눌림목
489  반도체 장비  160980  싸이맥스               1.54   129780006840  2. 상승 추세 / 눌림목
620  반도체 장비  370090  퓨런티어               2.23   165061250700  2. 상승 추세 / 눌림목
650  반도체 장비  425420  티에프이               2.46   283955950000  1. 상승 추세 / 추세 확대중
423  반도체 장비  098460  고영                   2.92  1064148702500  2. 상승 추세 / 눌림목
480  반도체 장비  140860  파크시스템스           5.33  1796424089000  1. 상승 추세 / 추세 확대중
     Sector      Code  Name             ChagesRatio         Marcap  MACD
---  --------  ------  -------------  -------------  -------------  --------------------------
524  방위산업  211270  AP위성                 -1.54   192299376000  2. 상승 추세 / 눌림목
617  방위산업  361390  제노코                 -0.73   143490093570  2. 상승 추세 / 눌림목
345  방위산업  067390  아스트                 -0.51   231562341294  2. 상승 추세 / 눌림목
 81  방위산업  003570  SNT다이내믹스           6.9   1493046095300  1. 상승 추세 / 추세 확대중
     Sector      Code  Name              ChagesRatio          Marcap  MACD
