Time for screening with MACD: 6.78 (s)
Number of screened stocks: 560
     Sector      Code  Name            ChagesRatio        Marcap  MACD
224  게임      036570  엔씨소프트             0.06   3587079663000  2. 상승 추세 / 눌림목
287  게임      063080  컴투스홀딩스           0.7     138828791600  1. 상승 추세 / 추세 확대중
546  게임      462870  시프트업               5.79   2830339818000  1. 상승 추세 / 추세 확대중
     Sector      Code  Name          ChagesRatio        Marcap  MACD
---  --------  ------  ----------  -------------  ------------  --------------------------
101  기타      006730  서부T&D              0     541919307060  1. 상승 추세 / 추세 확대중
269  기타      054050  농우바이오           0.26  129526932880  2. 상승 추세 / 눌림목
     Sector      Code  Name            ChagesRatio        Marcap  MACD
---  --------  ------  ------------  -------------  ------------  --------------------------
138  기타금융  012700  리드코프              -3.61  146776049250  2. 상승 추세 / 눌림목
389  기타금융  123890  한국자산신탁          -1.89  302875466850  2. 상승 추세 / 눌림목
187  기타금융  030190  NICE평가정보          -1.7   844993620600  2. 상승 추세 / 눌림목
539  기타금융  448730  삼성FN리츠            -0.54  420651000000  2. 상승 추세 / 눌림목
207  기타금융  034310  NICE                  -0.35  442199744220  2. 상승 추세 / 눌림목
346  기타금융  094800  맵스리얼티1           -0.34  403829339850  2. 상승 추세 / 눌림목
212  기타금융  034950  한국기업평가          -0.22  435889344000  1. 상승 추세 / 추세 확대중
526  기타금융  400760  NH올원리츠             0.14  160846988400  2. 상승 추세 / 눌림목
171  기타금융  023760  한국캐피탈             0.47  204199395672  2. 상승 추세 / 눌림목
105  기타금융  007330  푸른저축은행           0.94  133784436000  2. 상승 추세 / 눌림목
211  기타금융  034830  한국토지신탁           2.73  297937291400  1. 상승 추세 / 추세 확대중
     Sector             Code  Name                  ChagesRatio        Marcap  MACD
---  ---------------  ------  ------------------  -------------  ------------  --------------------------
434  디스플레이 소재  213420  덕산네오룩스                -3.91  926202976700  1. 상승 추세 / 추세 확대중
415  디스플레이 소재  178920  PI첨단소재                  -2.4   500989453320  2. 상승 추세 / 눌림목
364  디스플레이 소재  102710  이엔에프테크놀로지          -1.87  411489676800  2. 상승 추세 / 눌림목
     Sector             Code  Name            ChagesRatio        Marcap  MACD
---  ---------------  ------  ------------  -------------  ------------  ---------------------
381  디스플레이 장비  114810  한솔아이원스          -0.26  249332477280  2. 상승 추세 / 눌림목
     Sector             Code  Name      ChagesRatio        Marcap  MACD
---  ---------------  ------  ------  -------------  ------------  --------------------------
409  디스플레이 패널  149950  아바텍          -0.48  133756275000  2. 상승 추세 / 눌림목
532  디스플레이 패널  418420  라온텍           7.22  112400652390  1. 상승 추세 / 추세 확대중
     Sector      Code  Name            ChagesRatio         Marcap  MACD
---  --------  ------  ------------  -------------  -------------  ---------------------
275  로봇      056080  유진로봇              -7.17   405131241600  2. 상승 추세 / 눌림목
374  로봇      108490  로보티즈              -5.23   827112516000  2. 상승 추세 / 눌림목
469  로봇      270660  에브리봇              -5.08   206242500440  2. 상승 추세 / 눌림목
548  로봇      466100  클로봇                -3.88   432137972670  2. 상승 추세 / 눌림목
315  로봇      079900  전진건설로봇          -3.79   710656941500  2. 상승 추세 / 눌림목
384  로봇      117730  티로보틱스            -3.52   214303646900  2. 상승 추세 / 눌림목
410  로봇      160190  하이젠알앤엠          -3.52  1176832800000  2. 상승 추세 / 눌림목
     Sector      Code  Name            ChagesRatio        Marcap  MACD
---  --------  ------  ------------  -------------  ------------  --------------------------
296  미디어    067160  SOOP                  -1.77  986251008600  2. 상승 추세 / 눌림목
205  미디어    034120  SBS                   -1.71  499028302200  2. 상승 추세 / 눌림목
393  미디어    126560  현대퓨처넷            -0.46  352649424000  2. 상승 추세 / 눌림목
213  미디어    035000  HS애드                 0.14  119285344800  2. 상승 추세 / 눌림목
165  미디어    019680  대교                   1.07  193546012250  1. 상승 추세 / 추세 확대중
350  미디어    095720  웅진씽크빅             1.27  193357018890  1. 상승 추세 / 추세 확대중
163  미디어    019010  베뉴지                 1.35  106763000000  1. 상승 추세 / 추세 확대중
251  미디어    043610  KT지니뮤직             1.93  127272809220  2. 상승 추세 / 눌림목
298  미디어    068290  삼성출판사             3.59  169100000000  1. 상승 추세 / 추세 확대중
533  미디어    418470  KT밀리의서재           7.57  156726889160  1. 상승 추세 / 추세 확대중
     Sector      Code  Name      ChagesRatio        Marcap  MACD
---  --------  ------  ------  -------------  ------------  ---------------------
498  미용기기  335890  비올             0.41  625084637500  2. 상승 추세 / 눌림목
     Sector                  Code  Name                      ChagesRatio         Marcap  MACD
---  --------------------  ------  ----------------------  -------------  -------------  --------------------------
244  바이오/제약/신약개발  041910  폴라리스AI파마                  -8.32   117328964830  2. 상승 추세 / 눌림목
500  바이오/제약/신약개발  338840  와이바이오로직스                -6.69   141912153600  1. 상승 추세 / 추세 확대중
457  바이오/제약/신약개발  256940  킵스파마                        -5.63   312660720900  2. 상승 추세 / 눌림목
559  바이오/제약/신약개발  950220  네오이뮨텍                      -5.11   112906645030  2. 상승 추세 / 눌림목
490  바이오/제약/신약개발  308430  셀비온                          -3.37   221208164320  2. 상승 추세 / 눌림목
407  바이오/제약/신약개발  145020  휴젤                            -2.73  4140307104500  2. 상승 추세 / 눌림목
501  바이오/제약/신약개발  347850  디앤디파마텍                    -2.59   919968965600  2. 상승 추세 / 눌림목
525  바이오/제약/신약개발  397030  에이프릴바이오                  -2.18   384771339680  2. 상승 추세 / 눌림목
450  바이오/제약/신약개발  243070  휴온스                          -1.9    337826553000  2. 상승 추세 / 눌림목
413  바이오/제약/신약개발  170900  동아에스티                      -1.55   448926960000  1. 상승 추세 / 추세 확대중
245  바이오/제약/신약개발  041960  코미팜                          -1.11   380309070750  2. 상승 추세 / 눌림목
395  바이오/제약/신약개발  128940  한미약품                        -1.03  3900946759500  2. 상승 추세 / 눌림목
329  바이오/제약/신약개발  086450  동국제약                        -0.74   765716519100  2. 상승 추세 / 눌림목
262  바이오/제약/신약개발  052020  에스티큐브                      -0.73   448689720600  1. 상승 추세 / 추세 확대중
428  바이오/제약/신약개발  204840  지엘팜텍                        -0.38   101594071920  2. 상승 추세 / 눌림목
328  바이오/제약/신약개발  084990  헬릭스미스                      -0.35   151875766115  2. 상승 추세 / 눌림목
271  바이오/제약/신약개발  054670  대한뉴팜                         0      105508662000  1. 상승 추세 / 추세 확대중
507  바이오/제약/신약개발  358570  지아이이노베이션                 0.06  1187923183440  2. 상승 추세 / 눌림목
439  바이오/제약/신약개발  214450  파마리서치                       0.23  4976295600000  2. 상승 추세 / 눌림목
423  바이오/제약/신약개발  195940  HK이노엔                         0.24  1178523465600  2. 상승 추세 / 눌림목
 49  바이오/제약/신약개발  003090  대웅                             0.25  1595997351000  2. 상승 추세 / 눌림목
482  바이오/제약/신약개발  298380  에이비엘바이오                   0.46  3916210164900  2. 상승 추세 / 눌림목
538  바이오/제약/신약개발  445680  큐리옥스바이오시스템즈           0.52   511922666000  1. 상승 추세 / 추세 확대중
401  바이오/제약/신약개발  138610  나이벡                           0.68   378410256700  2. 상승 추세 / 눌림목
513  바이오/제약/신약개발  372320  큐로셀                           0.83   429707430000  1. 상승 추세 / 추세 확대중
120  바이오/제약/신약개발  009290  광동제약                         0.92   288314680500  2. 상승 추세 / 눌림목
333  바이오/제약/신약개발  087010  펩트론                           0.96  5358390500000  1. 상승 추세 / 추세 확대중
418  바이오/제약/신약개발  191420  테고사이언스                     1.08   160473824860  2. 상승 추세 / 눌림목
 27  바이오/제약/신약개발  001540  안국약품                         1.08   103035118000  1. 상승 추세 / 추세 확대중
131  바이오/제약/신약개발  011040  경동제약                         1.18   181228031740  1. 상승 추세 / 추세 확대중
404  바이오/제약/신약개발  141080  리가켐바이오                     1.19  4199205768600  1. 상승 추세 / 추세 확대중
430  바이오/제약/신약개발  206650  유바이오로직스                   1.22   468423978440  2. 상승 추세 / 눌림목
 99  바이오/제약/신약개발  006620  동구바이오제약                   1.23   165950903360  2. 상승 추세 / 눌림목
425  바이오/제약/신약개발  200670  휴메딕스                         1.56   600801255000  1. 상승 추세 / 추세 확대중
121  바이오/제약/신약개발  009300  삼아제약                         1.66   110073600000  2. 상승 추세 / 눌림목
172  바이오/제약/신약개발  023910  대한약품                         2      171000000000  1. 상승 추세 / 추세 확대중
440  바이오/제약/신약개발  215600  신라젠                           2.04   453756511260  2. 상승 추세 / 눌림목
495  바이오/제약/신약개발  323990  박셀바이오                       2.18   226526540300  2. 상승 추세 / 눌림목
 96  바이오/제약/신약개발  006280  녹십자                           2.24  1490033595000  1. 상승 추세 / 추세 확대중
 48  바이오/제약/신약개발  003000  부광약품                         2.35   273476410645  1. 상승 추세 / 추세 확대중
  0  바이오/제약/신약개발  000020  동화약품                         2.37   181275240300  1. 상승 추세 / 추세 확대중
486  바이오/제약/신약개발  302440  SK바이오사이언스                 2.56  3573633012000  1. 상승 추세 / 추세 확대중
382  바이오/제약/신약개발  115180  큐리언트                         2.63   370984537000  2. 상승 추세 / 눌림목
446  바이오/제약/신약개발  235980  메드팩토                         2.94   127332074515  1. 상승 추세 / 추세 확대중
476  바이오/제약/신약개발  293480  하나제약                         2.99   207765738740  2. 상승 추세 / 눌림목
 59  바이오/제약/신약개발  003520  영진약품                         3.24   396877226270  1. 상승 추세 / 추세 확대중
456  바이오/제약/신약개발  256840  한국비엔씨                       3.88   402845878540  1. 상승 추세 / 추세 확대중
 43  바이오/제약/신약개발  002720  국제약품                         4.34   103048381840  1. 상승 추세 / 추세 확대중
319  바이오/제약/신약개발  082270  젬백스                           4.38  2124130929300  1. 상승 추세 / 추세 확대중
451  바이오/제약/신약개발  249420  일동제약                         4.56   348536262420  1. 상승 추세 / 추세 확대중
265  바이오/제약/신약개발  053030  바이넥스                         4.64   588969067760  1. 상승 추세 / 추세 확대중
 71  바이오/제약/신약개발  004310  현대약품                         6.08   110080000000  1. 상승 추세 / 추세 확대중
349  바이오/제약/신약개발  095700  제넥신                           7.35   225880850240  1. 상승 추세 / 추세 확대중
290  바이오/제약/신약개발  064550  바이오니아                       9.07   413480861820  1. 상승 추세 / 추세 확대중
488  바이오/제약/신약개발  307750  국전약품                        15.24   221599786550  1. 상승 추세 / 추세 확대중
496  바이오/제약/신약개발  330350  위더스제약                      29.89   104032855320  1. 상승 추세 / 추세 확대중
164  바이오/제약/신약개발  019170  신풍제약                        29.9    623633332300  1. 상승 추세 / 추세 확대중
130  바이오/제약/신약개발  011000  진원생명과학                    29.92   276829690580  1. 상승 추세 / 추세 확대중
484  바이오/제약/신약개발  299660  셀리드                          30      165658369450  1. 상승 추세 / 추세 확대중
     Sector         Code  Name                  ChagesRatio        Marcap  MACD
---  -----------  ------  ------------------  -------------  ------------  ---------------------
378  반도체 소재  112290  와이씨켐                    -7     227487262500  2. 상승 추세 / 눌림목
368  반도체 소재  104830  원익머트리얼즈              -4.29  256572800000  2. 상승 추세 / 눌림목
524  반도체 소재  396470  워트                        -2.94  127509200000  2. 상승 추세 / 눌림목
362  반도체 소재  101160  월덱스                      -2.09  308260239310  2. 상승 추세 / 눌림목
478  반도체 소재  295310  에이치브이엠                -1.34  298738468100  2. 상승 추세 / 눌림목
123  반도체 소재  009780  엠에스씨                    -1.29  149072000000  2. 상승 추세 / 눌림목
255  반도체 소재  044990  에이치엔에스하이텍           0.35  136050563520  2. 상승 추세 / 눌림목
     Sector         Code  Name              ChagesRatio         Marcap  MACD
---  -----------  ------  --------------  -------------  -------------  --------------------------
375  반도체 장비  109740  디에스케이             -12.31   141407145000  2. 상승 추세 / 눌림목
512  반도체 장비  370090  퓨런티어                -4.05   165061250700  2. 상승 추세 / 눌림목
454  반도체 장비  251370  와이엠티                -4.01   149114200960  2. 상승 추세 / 눌림목
250  반도체 장비  042700  한미반도체              -3.56  7729140720000  2. 상승 추세 / 눌림목
356  반도체 장비  098460  고영                    -3.29  1064148702500  2. 상승 추세 / 눌림목
348  반도체 장비  095610  테스                    -3.25   441819851100  2. 상승 추세 / 눌림목
323  반도체 장비  083450  GST                     -3.17   333951600000  2. 상승 추세 / 눌림목
233  반도체 장비  039030  이오테크닉스            -2.51  1786334750000  2. 상승 추세 / 눌림목
535  반도체 장비  425420  티에프이                -2.08   283955950000  2. 상승 추세 / 눌림목
403  반도체 장비  140860  파크시스템스            -1.51  1796424089000  2. 상승 추세 / 눌림목
406  반도체 장비  144960  뉴파워프라즈마          -0.81   212346152640  2. 상승 추세 / 눌림목
280  반도체 장비  059090  미코                    -0.79   435420617340  1. 상승 추세 / 추세 확대중
     Sector      Code  Name                  ChagesRatio          Marcap  MACD
---  --------  ------  ------------------  -------------  --------------  --------------------------
 63  방위산업  003570  SNT다이내믹스               -3.92   1493046095300  1. 상승 추세 / 추세 확대중
357  방위산업  099320  쎄트렉아이                  -2.8     519638141100  1. 상승 추세 / 추세 확대중
314  방위산업  079550  LIG넥스원                   -1.43   9845000000000  2. 상승 추세 / 눌림목
136  방위산업  012450  한화에어로스페이스          -0.48  39492327835000  2. 상승 추세 / 눌림목
508  방위산업  361390  제노코                       0.23    143490093570  1. 상승 추세 / 추세 확대중
433  방위산업  211270  AP위성                       0.61    192299376000  1. 상승 추세 / 추세 확대중
     Sector      Code  Name            ChagesRatio          Marcap  MACD
---  --------  ------  ------------  -------------  --------------  --------------------------
  7  보험      000370  한화손해보험          -4.06    531162063250  2. 상승 추세 / 눌림목
 10  보험      000540  흥국화재              -3.88    257291793225  2. 상승 추세 / 눌림목
 88  보험      005830  DB손해보험            -2.16   6959640000000  2. 상승 추세 / 눌림목
 24  보험      001450  현대해상              -1.33   2141130000000  2. 상승 추세 / 눌림목
197  보험      032830  삼성생명              -0.98  19980000000000  1. 상승 추세 / 추세 확대중
 65  보험      003690  코리안리               0      1805990957370  1. 상승 추세 / 추세 확대중
    Sector       Code  Name        ChagesRatio        Marcap  MACD
--  ---------  ------  --------  -------------  ------------  ---------------------
67  섬유/의류  003830  대한화섬          -0.33  172640000000  2. 상승 추세 / 눌림목
     Sector          Code  Name                  ChagesRatio         Marcap  MACD
---  ------------  ------  ------------------  -------------  -------------  ---------------------
159  신재생에너지  018000  유니슨                      -9.12   264216738600  2. 상승 추세 / 눌림목
379  신재생에너지  112610  씨에스윈드                  -7.62  2102244439550  2. 상승 추세 / 눌림목
493  신재생에너지  322000  HD현대에너지솔루션          -7.21   584640000000  2. 상승 추세 / 눌림목
551  신재생에너지  475150  SK이터닉스                  -5.8    697020967300  2. 상승 추세 / 눌림목
523  신재생에너지  389260  대명에너지                  -5.72   405790000000  2. 상승 추세 / 눌림목
479  신재생에너지  297090  씨에스베어링                -4.09   209160900000  2. 상승 추세 / 눌림목
499  신재생에너지  336260  두산퓨얼셀                  -2.97  1170372883620  2. 상승 추세 / 눌림목
361  신재생에너지  100840  SNT에너지                   -2.71   881001355800  2. 상승 추세 / 눌림목
520  신재생에너지  382800  지앤비에스 에코             -1.4    118411472520  2. 상승 추세 / 눌림목
     Sector          Code  Name                  ChagesRatio          Marcap  MACD
---  ------------  ------  ------------------  -------------  --------------  --------------------------
230  엔터테인먼트  037270  YG PLUS                     -1.36    407851106300  2. 상승 추세 / 눌림목
534  엔터테인먼트  419530  SAMG엔터                    -1.07    684132540000  2. 상승 추세 / 눌림목
259  엔터테인먼트  048910  대원미디어                  -0.69    138997353300  2. 상승 추세 / 눌림목
516  엔터테인먼트  376300  디어유                      -0.6    1251013996200  2. 상승 추세 / 눌림목
218  엔터테인먼트  035900  JYP Ent.                    -0.53   2736001884000  2. 상승 추세 / 눌림목
387  엔터테인먼트  122870  와이지엔터테인먼트           0      1607430214000  2. 상승 추세 / 눌림목
558  엔터테인먼트  950190  고스트스튜디오               0       104787324950  2. 상승 추세 / 눌림목
332  엔터테인먼트  086980  쇼박스                       0.16    197936080000  2. 상승 추세 / 눌림목
492  엔터테인먼트  321820  아티스트컴퍼니               0.3     202687888000  2. 상승 추세 / 눌림목
504  엔터테인먼트  352820  하이브                       0.54  11329370384000  2. 상승 추세 / 눌림목
221  엔터테인먼트  036420  콘텐트리중앙                 0.61    232110811400  1. 상승 추세 / 추세 확대중
449  엔터테인먼트  241840  에이스토리                   1.73    107134132620  2. 상승 추세 / 눌림목
485  엔터테인먼트  299900  위지윅스튜디오               1.84    220995158128  2. 상승 추세 / 눌림목
242  엔터테인먼트  041510  에스엠                       2.42   2974020231000  2. 상승 추세 / 눌림목
380  엔터테인먼트  114090  GKL                          4.18    909896905700  1. 상승 추세 / 추세 확대중
285  엔터테인먼트  060570  드림어스컴퍼니               6.63    142849151397  1. 상승 추세 / 추세 확대중
     Sector            Code  Name                    ChagesRatio          Marcap  MACD
---  --------------  ------  --------------------  -------------  --------------  --------------------------
117  운송/항공/물류  009070  KCTC                          -1.98    120300000000  2. 상승 추세 / 눌림목
231  운송/항공/물류  038390  레드캡투어                    -1.93    198977781800  2. 상승 추세 / 눌림목
 50  운송/항공/물류  003100  선광                          -1.54    136290000000  2. 상승 추세 / 눌림목
 81  운송/항공/물류  005430  한국공항                      -1.52    168450086000  2. 상승 추세 / 눌림목
 72  운송/항공/물류  004360  세방                          -1.17    266073748200  2. 상승 추세 / 눌림목
471  운송/항공/물류  274090  켄코아에어로스페이스          -1.06    165119850000  2. 상승 추세 / 눌림목
132  운송/항공/물류  011200  HMM                           -0.67  22858380760800  2. 상승 추세 / 눌림목
183  운송/항공/물류  028670  팬오션                        -0.14   1980580041960  2. 상승 추세 / 눌림목
 38  운송/항공/물류  002320  한진                          -0.1     301942085600  2. 상승 추세 / 눌림목
 58  운송/항공/물류  003490  대한항공                       2.51   8340197971650  2. 상승 추세 / 눌림목
253  운송/항공/물류  044450  KSS해운                        3.15    227395918000  1. 상승 추세 / 추세 확대중
     Sector      Code  Name              ChagesRatio          Marcap  MACD
---  --------  ------  --------------  -------------  --------------  --------------------------
204  원자력    034020  두산에너빌리티          -2.17  26230978928700  2. 상승 추세 / 눌림목
370  원자력    105840  우진                    -0.9     178345426100  1. 상승 추세 / 추세 확대중
544  원자력    457550  우진엔텍                 0.31    181718244400  2. 상승 추세 / 눌림목
522  원자력    388050  지투파워                19.12    163894668120  1. 상승 추세 / 추세 확대중
     Sector      Code  Name        ChagesRatio         Marcap  MACD
---  --------  ------  --------  -------------  -------------  --------------------------
557  유통      950170  JTC               -2.36   298058964480  2. 상승 추세 / 눌림목
