level_0,index,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Sector,FICS
641,130,030000,KR7030000004,제일기획,KOSPI,,18130,2,-130,-0.71,18290,18290,18070,123026,2234749060,20856,115041225,STK,미디어,Media
642,235,030190,KR7030190003,NICE평가정보,KOSPI,,12570,2,-190,-1.49,12700,12750,12430,94715,1189161255,7479,59506593,STK,기타금융,Commercial Services & Supplies
643,33,030200,KR7030200000,KT,KOSPI,,50200,1,1050,2.14,49600,50300,49600,324084,16307483042,126514,252021685,STK,통신,Wireless Telecommunication Services
644,469,030210,KR7030210009,다올투자증권,KOSPI,,3305,2,-155,-4.48,3470,3470,3255,309373,1022715934,2013,60911106,STK,증권,Capital Markets
645,957,030520,KR7030520001,한글과컴퓨터,KOSDAQ,우량기업부,21900,2,-200,-0.9,22100,22250,21800,215270,4733881125,5295,24179744,KSQ,IT소프트웨어,Software
646,1047,030530,KR7030530000,원익홀딩스,KOSDAQ,우량기업부,4530,1,230,5.35,4490,4935,4460,27759931,131224182799,3498,77237981,KSQ,지주회사,Semiconductors & Semiconductor Equipment
647,242,030610,KR7030610000,교보증권,KOSPI,,6350,1,80,1.28,6280,6350,6280,59463,376043010,7236,113962961,STK,증권,Capital Markets
649,1407,030960,KR7030960009,양지사,KOSDAQ,중견기업부,8680,2,-90,-1.03,8760,8770,8670,43119,375599490,1387,15980000,KSQ,유통/소매,Commercial Services & Supplies
650,120,031210,KR7031210008,서울보증보험,KOSPI,,34100,1,50,0.15,34050,34450,33900,121849,4164496900,23809,69821598,STK,보험,Insurance
652,1118,031330,KR7031330004,에스에이엠티,KOSDAQ,우량기업부,2710,1,50,1.88,2685,2715,2670,197546,532156264,2709,99995067,KSQ,IT하드웨어/반도체,Electtronic Equipment & Instruments
653,355,031430,KR7031430002,신세계인터내셔날,KOSPI,,9770,1,60,0.62,9660,9940,9630,251467,2467693520,3453,35343000,STK,유통/소매,"Textiles,Apparel"
654,589,031440,KR7031440001,신세계푸드,KOSPI,,32150,1,250,0.78,31700,32250,31300,16669,531196850,1245,3872480,STK,음식료,Food Products
658,913,031980,KR7031980006,피에스케이홀딩스,KOSDAQ,우량기업부,36900,1,1150,3.22,36900,37400,35750,172301,6301806050,7956,21562395,KSQ,지주회사,Semiconductors & Semiconductor Equipment
660,993,032190,KR7032190001,다우데이타,KOSDAQ,우량기업부,11670,3,0,0.0,11640,11780,11640,52805,619011200,4469,38300000,KSQ,IT소프트웨어,Capital Markets
662,1339,032300,KR7032300006,한국파마,KOSDAQ,중견기업부,14620,2,-30,-0.2,14650,14730,14520,3993,58260520,1594,10906701,KSQ,바이오/제약/신약개발,Pharmaceuticals
663,238,032350,KR7032350001,롯데관광개발,KOSPI,,9610,1,50,0.52,9530,9700,9480,203762,1953273930,7322,76196183,STK,유통/소매,Hotel & Leisure
664,1073,032500,KR7032500001,케이엠더블유,KOSDAQ,중견기업부,8040,1,10,0.12,8100,8130,8020,28674,231227775,3201,39820883,KSQ,통신,Commuications Equipment
668,1234,032620,KR7032620007,유비케어,KOSDAQ,우량기업부,3750,2,-45,-1.19,3725,3775,3700,365777,1364621322,1957,52197139,KSQ,헬스케어,Health Care Equipment & Supplies
669,71,032640,KR7032640005,LG유플러스,KOSPI,,11480,2,-60,-0.52,11500,11570,11400,1055551,12113353405,50122,436611361,STK,통신,Wireless Telecommunication Services
674,1070,032820,KR7032820003,우리기술,KOSDAQ,우량기업부,1955,1,24,1.24,2000,2020,1935,4019113,7921372656,3219,164677432,KSQ,전력기기,Commercial Services & Supplies
675,24,032830,KR7032830002,삼성생명,KOSPI,,82800,2,-100,-0.12,83300,84400,82600,148408,12328682000,165600,200000000,STK,보험,Insurance
681,963,033100,KR7033100009,제룡전기,KOSDAQ,우량기업부,32100,1,750,2.39,32100,32550,31800,97146,3123988700,5156,16062409,KSQ,전력기기,Electrical Equipment
683,1311,033160,KR7033160003,엠케이전자,KOSDAQ,중견기업부,7630,1,120,1.6,7590,7820,7550,129881,996899815,1683,22066331,KSQ,IT하드웨어/반도체,Semiconductors & Semiconductor Equipment
685,582,033180,KR7033180001,KH 필룩스,KOSPI,,6630,0,0,0.0,0,0,0,0,0,1282,19345405,STK,전력기기,Electtronic Equipment & Instruments
687,1541,033230,KR7033230004,인성정보,KOSDAQ,중견기업부,2200,2,-25,-1.12,2215,2280,2200,2717584,6057584174,1111,50515380,KSQ,헬스케어,IT Services
688,410,033240,KR7033240003,자화전자,KOSPI,,11700,1,210,1.83,11580,11700,11060,29508,342804620,2592,22155870,STK,IT하드웨어/반도체,Commuications Equipment
690,366,033270,KR7033270000,유나이티드제약,KOSPI,,19800,2,-120,-0.6,20050,20150,19740,28683,569615250,3234,16333822,STK,바이오/제약/신약개발,Pharmaceuticals
691,1509,033290,KR7033290008,코웰패션,KOSDAQ,우량기업부,2070,1,40,1.97,2035,2080,2020,50604,104476925,1162,56156301,KSQ,의류,Road & Rail
693,1596,033320,KR7033320003,제이씨현시스템,KOSDAQ,우량기업부,5360,2,-20,-0.37,5450,5450,5340,177230,953584545,1024,19114432,KSQ,IT하드웨어/반도체,Computers & Peripherals
695,916,033500,KR7033500000,동성화인텍,KOSDAQ,우량기업부,25850,2,-300,-1.15,25950,26400,25550,542347,14124173100,7752,29989494,KSQ,정유/화학/가스,Chemicals
696,599,033530,KR7033530007,SJG세종,KOSPI,,4270,2,-5,-0.12,4300,4305,4235,41942,178836046,1187,27820961,STK,자동차 부품,Auto Components
699,1329,033640,KR7033640004,네패스,KOSDAQ,중견기업부,7010,1,80,1.15,7000,7100,6950,36643,256790090,1616,23059202,KSQ,IT하드웨어/반도체,Semiconductors & Semiconductor Equipment
700,29,033780,KR7033780008,KT&G,KOSPI,,112900,2,-600,-0.53,113500,114100,112100,272425,30776251400,137808,122062497,STK,필수소비재,Tobacco
701,1378,033790,KR7033790007,피노,KOSDAQ,중견기업부,6360,1,1090,20.68,5250,6850,5250,1595230,10424114355,1451,22822800,KSQ,창업투자/VC,Commuications Equipment
703,465,033920,KR7033920000,무학,KOSPI,,7150,1,60,0.85,7080,7200,7060,43713,310423160,2037,28500000,STK,음식료,Beverages
704,18,034020,KR7034020008,두산에너빌리티,KOSPI,,27900,1,1000,3.72,27850,28000,27450,6572442,182449277800,178716,640561146,STK,전력기기,Machinery
705,349,034120,KR7034120006,SBS,KOSPI,,19180,3,0,0.0,19180,19300,19040,25531,490165820,3558,18551238,STK,미디어,Media
706,82,034220,KR7034220004,LG디스플레이,KOSPI,,8480,1,70,0.83,8520,8610,8460,613032,5226090520,42400,500000000,STK,디스플레이 패널,Display and Display accessory
707,188,034230,KR7034230003,파라다이스,KOSPI,,12030,1,20,0.17,11960,12060,11720,248287,2960702950,11040,91771623,STK,유통/소매,Hotel & Leisure
708,327,034310,KR7034310003,NICE,KOSPI,,11180,1,90,0.81,11100,11240,11070,29012,323304790,4150,37128442,STK,IT소프트웨어,IT Services
709,625,034590,KR7034590000,인천도시가스,KOSPI,,24550,3,0,0.0,24600,24650,24450,1774,43646700,1074,4374754,STK,유틸리티,Gas Utility
710,44,034730,KR7034730002,SK,KOSPI,,131700,1,2000,1.54,130900,133800,130900,116842,15481682350,95486,72502703,STK,지주회사,"Oil, Gas & consumable Fuels"
711,1192,034810,KR7034810002,해성산업,KOSDAQ,우량기업부,6590,1,300,4.77,6310,6610,6310,36070,233572605,2145,32556857,KSQ,건자재,Paper & Forest Products
712,411,034830,KR7034830000,한국토지신탁,KOSPI,,1022,1,7,0.69,1015,1024,1014,287493,293237132,2580,252489230,STK,기타금융,Real Estate
714,1011,034950,KR7034950006,한국기업평가,KOSDAQ,우량기업부,89600,1,1200,1.36,88900,89700,88400,3754,334838700,4068,4540514,KSQ,기타금융,Commercial Services & Supplies
715,603,035000,KR7035000009,HS애드,KOSPI,,7040,1,40,0.57,7000,7070,6980,14131,99161855,1166,16567409,STK,미디어,Media
716,1253,035080,KR7035080001,그래디언트,KOSDAQ,우량기업부,13690,1,50,0.37,13700,13720,13490,24759,336790950,1872,13676598,KSQ,AI,Internet Retail
717,375,035150,KR7035150002,백산,KOSPI,,14300,1,100,0.7,14290,14340,14070,30992,442385440,3038,21250000,STK,IT소프트웨어,"Textiles,Apparel"
719,95,035250,KR7035250000,강원랜드,KOSPI,,15990,1,80,0.5,15990,16040,15910,407889,6523162230,34209,213940500,STK,유통/소매,Hotel & Leisure
721,10,035420,KR7035420009,NAVER,KOSPI,,193500,1,2000,1.04,193400,195100,192200,391764,75805360900,306575,158437008,STK,IT소프트웨어,Internet Services
723,436,035510,KR7035510007,신세계 I&C,KOSPI,,14680,2,-300,-2.0,14470,14870,14050,1706944,24715911780,2241,15268540,STK,IT소프트웨어,IT Services
724,1151,035600,KR7035600006,KG이니시스,KOSDAQ,우량기업부,8750,1,30,0.34,8720,8780,8660,58594,510781975,2411,27554434,KSQ,IT소프트웨어,Internet Services
725,1570,035610,KR7035610005,솔본,KOSDAQ,우량기업부,3895,2,-15,-0.38,3905,3910,3855,33124,128488546,1065,27345997,KSQ,창업투자/VC,Health Care Equipment & Supplies
727,22,035720,KR7035720002,카카오,KOSPI,,37950,2,-1500,-3.8,37850,38400,37150,16562277,611989915950,168449,443872400,STK,IT소프트웨어,Internet Services
728,888,035760,KR7035760008,CJ ENM,KOSDAQ GLOBAL,중견기업부,58800,1,100,0.17,58200,59100,57800,54654,3204661750,12894,21929154,KSQ,미디어,Media
729,1179,035810,KR7035810001,이지홀딩스,KOSDAQ,우량기업부,3415,1,45,1.34,3370,3445,3300,286037,965455185,2203,64516185,KSQ,음식료,Food Products
730,1018,035890,KR7035890003,서희건설,KOSDAQ,우량기업부,1725,1,25,1.47,1701,1728,1681,263733,453036164,3964,229808457,KSQ,건설,Construction & Engineering
731,864,035900,KR7035900000,JYP Ent.,KOSDAQ GLOBAL,우량기업부,63400,1,700,1.12,62700,64200,62200,350634,22298931950,22527,35532492,KSQ,엔터테인먼트,Media
734,1241,036030,KR7036030005,케이티알파,KOSDAQ,우량기업부,3900,2,-20,-0.51,3925,3940,3875,48067,187794710,1911,49019283,KSQ,유통/소매,Internet Retail
739,1346,036190,KR7036190007,금화피에스시,KOSDAQ,우량기업부,26100,1,450,1.75,25750,26300,25600,10162,264563975,1566,6000000,KSQ,건설,Construction & Engineering
740,1250,036200,KR7036200004,유니셈,KOSDAQ,우량기업부,6150,1,140,2.33,6090,6160,6080,60202,368366695,1885,30664223,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
741,1233,036220,KR7036220002,오상헬스케어,KOSDAQ,중견기업부,13500,1,20,0.15,13670,13670,13450,7190,97034940,1958,14509416,KSQ,진단기기/의료기기,Health Care Equipment & Supplies
742,513,036420,KR7036420008,콘텐트리중앙,KOSPI,,8750,1,380,4.54,8400,8760,8340,80229,690018225,1685,19262308,STK,엔터테인먼트,Media
743,94,036460,KR7036460004,한국가스공사,KOSPI,,37800,2,-150,-0.4,38100,38500,36950,437912,16448584050,34894,92313000,STK,유틸리티,Gas Utility
745,282,036530,KR7036530004,SNT홀딩스,KOSPI,,32950,2,-550,-1.64,33500,33850,32700,10619,351533350,5372,16303886,STK,지주회사,Auto Components
746,965,036540,KR7036540003,SFA반도체,KOSDAQ,우량기업부,3080,1,50,1.65,3055,3100,3040,320535,984096610,5065,164460303,KSQ,IT하드웨어/반도체,Semiconductors & Semiconductor Equipment
747,1242,036560,KR7036560001,KZ정밀,KOSDAQ,우량기업부,12100,1,70,0.58,12170,12270,12040,13962,169685970,1905,15750000,KSQ,자동차 부품,Machinery
748,103,036570,KR7036570000,엔씨소프트,KOSPI,,146900,2,-800,-0.54,147600,148000,146000,58442,8589918900,31648,21544022,STK,게임,Game Software
750,1043,036620,KR7036620003,감성코퍼레이션,KOSDAQ,우량기업부,3800,1,15,0.4,3800,3830,3700,266343,1004239315,3550,93431558,KSQ,의류,"Textiles,Apparel"
755,1260,036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,18640,1,140,0.76,18500,18640,18390,3367,62095790,1864,10000000,KSQ,IT소프트웨어,Commercial Services & Supplies
756,1010,036810,KR7036810000,에프에스티,KOSDAQ,우량기업부,18630,1,160,0.87,18600,18860,18480,80971,1508806080,4090,21956348,KSQ,반도체 소재,Semiconductors & Semiconductor Equipment
757,931,036830,KR7036830008,솔브레인홀딩스,KOSDAQ GLOBAL,우량기업부,31950,1,450,1.43,31550,32350,31550,24741,792500425,6698,20964056,KSQ,지주회사,Electtronic Equipment & Instruments
758,1212,036890,KR7036890002,진성티이씨,KOSDAQ,우량기업부,9010,1,70,0.78,9000,9090,8940,53421,481936765,2025,22482268,KSQ,조선/기계/중공업,Machinery
759,872,036930,KR7036930006,주성엔지니어링,KOSDAQ GLOBAL,우량기업부,36800,1,600,1.66,37000,37500,36350,387606,14280113675,17394,47268321,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
761,1409,037070,KR7037070000,파세코,KOSDAQ,우량기업부,6930,1,80,1.17,6860,6930,6800,52152,358003365,1386,20000000,KSQ,가전제품,Household Durables
763,361,037270,KR7037270006,YG PLUS,KOSPI,,5250,1,210,4.17,5070,5330,5050,1115742,5839309445,3330,63429410,STK,엔터테인먼트,Media
769,1320,037460,KR7037460003,삼지전자,KOSDAQ,우량기업부,10050,1,150,1.52,9910,10070,9900,45605,457583630,1640,16318522,KSQ,통신,Commuications Equipment
770,485,037560,KR7037560000,LG헬로비전,KOSPI,,2430,1,45,1.89,2400,2455,2380,459612,1111942813,1881,77446865,STK,미디어,Media
771,443,037710,KR7037710001,광주신세계,KOSPI,,27700,2,-50,-0.18,27850,27900,27650,13986,387853075,2204,7957190,STK,유통/소매,Multiline Retail
777,1423,038110,KR7038110003,에코플라스틱,KOSDAQ,우량기업부,3280,1,300,10.07,2940,3680,2910,46558579,157832424919,1350,41169370,KSQ,자동차 부품,Auto Components
778,1286,038290,KR7038290003,마크로젠,KOSDAQ,중견기업부,16200,2,-30,-0.18,16340,16340,16150,6193,100349290,1756,10841400,KSQ,바이오/제약/신약개발,Biotechnology
779,1300,038390,KR7038390001,레드캡투어,KOSDAQ,우량기업부,10220,1,50,0.49,10170,10220,10050,50056,507728900,1708,16720822,KSQ,운송/항공/물류,Hotel & Leisure
780,1591,038460,KR7038460002,바이오스마트,KOSDAQ,우량기업부,3945,1,210,5.62,3780,4460,3735,21222987,87841249786,1032,26164438,KSQ,기타금융,Electtronic Equipment & Instruments
781,1055,038500,KR7038500005,삼표시멘트,KOSDAQ,우량기업부,3120,3,0,0.0,3120,3150,3100,197605,616788235,3366,107916306,KSQ,건자재,Construction Materials
783,1535,038540,KR7038540001,상상인,KOSDAQ,우량기업부,2035,2,-15,-0.73,2050,2140,2010,345950,714766552,1125,55328313,KSQ,증권,Thrifts & Mogage Finance
791,879,039030,KR7039030002,이오테크닉스,KOSDAQ GLOBAL,우량기업부,120600,1,1000,0.84,122500,123000,114900,55621,6731624950,14857,12319550,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
792,227,039130,KR7039130000,하나투어,KOSPI,,51200,1,100,0.2,51300,51700,50800,28680,1469780000,8212,16039185,STK,운송/항공/물류,Hotel & Leisure
793,897,039200,KR7039200001,오스코텍,KOSDAQ,벤처기업부,29100,2,-1100,-3.64,30350,30350,29050,150219,4457301400,11130,38248176,KSQ,바이오/제약/신약개발,Health Care Equipment & Supplies
794,1299,039240,KR7039240007,경남스틸,KOSDAQ,우량기업부,6350,2,-390,-5.79,6560,7080,6320,9174673,62243079670,1713,26979604,KSQ,철강/비철금속,Metal & Mining
797,1438,039340,KR7039340005,한국경제TV,KOSDAQ,우량기업부,5830,1,10,0.17,5820,5890,5820,1200,7003720,1311,22500000,KSQ,미디어,Media
799,1048,039440,KR7039440003,에스티아이,KOSDAQ,우량기업부,22100,1,200,0.91,22400,22650,21900,134739,2993430900,3498,15830000,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
800,106,039490,KR7039490008,키움증권,KOSPI,,127900,1,400,0.31,128100,128900,126500,80214,10237583750,31305,24476706,STK,증권,Capital Markets
801,1546,039560,KR7039560008,다산네트웍스,KOSDAQ,우량기업부,2780,1,45,1.65,2740,2795,2740,45081,124763590,1101,39613981,KSQ,통신,Commuications Equipment
802,431,039570,KR7039570007,HDC랩스,KOSPI,,8900,1,30,0.34,8830,8950,8820,12705,113068060,2310,25957601,STK,IT소프트웨어,Construction & Engineering
803,1555,039610,KR7039610001,화성밸브,KOSDAQ,우량기업부,10510,2,-100,-0.94,10650,10820,10430,368881,3908944695,1094,10410400,KSQ,조선/기계/중공업,Machinery
806,1109,039840,KR7039840004,디오,KOSDAQ,우량기업부,18760,1,560,3.08,18200,18760,18200,55121,1018322065,2810,14981755,KSQ,헬스케어,Health Care Equipment & Supplies
807,1531,039860,KR7039860002,나노엔텍,KOSDAQ,중견기업부,3520,2,-60,-1.68,3595,3600,3500,162229,574233000,1130,32110082,KSQ,진단기기/의료기기,Health Care Equipment & Supplies
808,1269,039980,KR7039980008,폴라리스AI,KOSDAQ,중견기업부,2520,2,-15,-0.59,2565,2570,2520,316310,801966792,1823,72357508,KSQ,AI,IT Services
810,1426,040300,KR7040300006,YTN,KOSDAQ,우량기업부,3200,1,10,0.31,3185,3280,3175,72695,233365940,1344,42000000,KSQ,미디어,Media
811,1612,040350,KR7040350001,크레오에스지,KOSDAQ,중견기업부,518,2,-11,-2.08,527,535,509,337095,174168090,1000,193205323,KSQ,IT소프트웨어,IT Services
815,1139,041020,KR7041020009,폴라리스오피스,KOSDAQ,우량기업부,5140,1,30,0.59,5170,5180,5120,156498,805176230,2555,49725498,KSQ,IT소프트웨어,Auto Components
816,952,041190,KR7041190000,우리기술투자,KOSDAQ,우량기업부,6600,1,60,0.92,6600,6670,6580,300433,1988717980,5544,84000000,KSQ,창업투자/VC,Diversified Financial Services
817,1345,041440,KR7041440009,현대에버다임,KOSDAQ,중견기업부,8790,1,40,0.46,8800,8850,8620,98583,863004050,1574,17915944,KSQ,조선/기계/중공업,Machinery
819,863,041510,KR7041510009,에스엠,KOSDAQ,우량기업부,117000,1,4800,4.28,113000,119700,111600,181369,21268216800,26786,22894690,KSQ,엔터테인먼트,Media
821,1513,041590,KR7041590001,플래스크,KOSDAQ,중견기업부,789,0,0,0.0,0,0,0,0,0,1159,146916475,KSQ,IT소프트웨어,Construction & Engineering
823,1074,041830,KR7041830001,인바디,KOSDAQ,우량기업부,23550,2,-250,-1.05,23850,24000,23550,18594,442383475,3174,13480882,KSQ,헬스케어,Health Care Equipment & Supplies
825,1530,041920,KR7041920000,메디아나,KOSDAQ,우량기업부,6080,3,0,0.0,6060,6100,5950,54057,326138310,1130,18598223,KSQ,헬스케어,Health Care Equipment & Supplies
827,1000,041960,KR7041960006,코미팜,KOSDAQ,벤처기업부,6090,1,130,2.18,6000,6220,5940,274902,1666795630,4300,70622233,KSQ,바이오/제약/신약개발,Pharmaceuticals
828,880,042000,KR7042000000,카페24,KOSDAQ,기술성장기업부,59300,1,2000,3.49,58000,59900,57200,155958,9207270450,14382,24253054,KSQ,IT소프트웨어,Internet Services
831,1213,042370,KR7042370007,비츠로테크,KOSDAQ,우량기업부,7720,1,160,2.12,7770,7820,7650,68852,532301130,2022,26200025,KSQ,전력기기,Electrical Equipment
832,1289,042420,KR7042420000,네오위즈홀딩스,KOSDAQ,중견기업부,20400,1,50,0.25,20200,20900,20000,7474,153511700,1753,8593846,KSQ,지주회사,Game Software
834,1563,042510,KR7042510008,라온시큐어,KOSDAQ,벤처기업부,1923,0,0,0.0,0,0,0,0,0,1077,56025871,KSQ,IT소프트웨어,Software
836,1575,042600,KR7042600007,새로닉스,KOSDAQ,우량기업부,8540,1,140,1.67,8420,8600,8400,20032,170803230,1060,12423574,KSQ,IT하드웨어/반도체,Household Durables
837,11,042660,KR7042660001,한화오션,KOSPI,,89900,1,9000,11.12,82700,90000,81900,7364955,640076060750,275465,306413394,STK,조선/기계/중공업,Shipbuilding
838,152,042670,KR7042670000,HD현대인프라코어,KOSPI,,8160,2,-20,-0.24,8240,8270,8080,747814,6101429040,15720,192655867,STK,조선/기계/중공업,Machinery
839,52,042700,KR7042700005,한미반도체,KOSPI,,82500,2,-800,-0.96,86500,86700,80500,1602496,133105069200,79706,96614259,STK,IT하드웨어/반도체,Semiconductors & Semiconductor Equipment
840,1611,042940,KR7042940007,상지건설,KOSDAQ,중견기업부,25150,2,-550,-2.14,25000,27350,24450,2025385,52615000225,1001,3981814,KSQ,건설,Construction & Engineering
843,1084,043150,KR7043150002,바텍,KOSDAQ,우량기업부,20650,1,150,0.73,20550,20700,20350,17793,364666150,3067,14854256,KSQ,진단기기/의료기기,Health Care Equipment & Supplies
848,1206,043370,KR7043370006,피에이치에이,KOSDAQ,우량기업부,9950,2,-70,-0.7,10060,10100,9940,21763,217433230,2089,21000000,KSQ,자동차 부품,Auto Components
850,1470,043610,KR7043610005,KT지니뮤직,KOSDAQ,우량기업부,2140,1,60,2.88,2080,2145,2080,129014,273950711,1243,58115438,KSQ,엔터테인먼트,Media
855,1578,044340,KR7044340008,위닉스,KOSDAQ,우량기업부,5910,1,150,2.6,5830,5950,5780,46478,273768655,1056,17873425,KSQ,가전제품,Household Durables
857,455,044450,KR7044450005,KSS해운,KOSPI,,9060,1,170,1.91,8900,9080,8830,54872,492950415,2091,23085880,STK,운송/항공/물류,Marine
859,1078,044490,KR7044490001,태웅,KOSDAQ,우량기업부,15680,2,-90,-0.57,15920,16180,15630,69071,1099213095,3137,20007381,KSQ,철강/비철금속,Energy Equipment & service
861,621,044820,KR7044820009,코스맥스비티아이,KOSPI,,11250,1,220,1.99,11030,11360,11000,17137,192034210,1080,9603921,STK,화장품,Food Products
863,1398,044990,KR7044990000,에이치엔에스하이텍,KOSDAQ,기술성장기업부,17550,1,50,0.29,17600,17600,17270,34278,596632790,1410,8036064,KSQ,반도체 장비,Electtronic Equipment & Instruments
865,1099,045100,KR7045100005,한양이엔지,KOSDAQ,우량기업부,16140,1,10,0.06,16130,16240,16050,14543,234928620,2905,18000000,KSQ,건설,Semiconductors & Semiconductor Equipment
868,1116,045390,KR7045390002,대아티아이,KOSDAQ,우량기업부,3870,1,30,0.78,3860,3960,3840,674809,2623035627,2727,70473377,KSQ,통신,Transportation Infrastructure
871,1162,045660,KR7045660008,에이텍,KOSDAQ,우량기업부,28000,1,950,3.51,27000,28000,26650,116284,3189088800,2312,8260000,KSQ,IT하드웨어/반도체,Computers & Peripherals
877,1319,046440,KR7046440004,KG모빌리언스,KOSDAQ,우량기업부,4320,1,75,1.77,4290,4335,4210,32552,140006430,1642,38010802,KSQ,IT소프트웨어,Internet Services
878,1022,046890,KR7046890000,서울반도체,KOSDAQ GLOBAL,우량기업부,6610,1,30,0.46,6610,6650,6550,84906,560166485,3853,58305400,KSQ,IT하드웨어/반도체,Display and Display accessory
881,164,047040,KR7047040001,대우건설,KOSPI,,3375,1,80,2.43,3395,3410,3340,825527,2784016933,14027,415622638,STK,건설,Construction & Engineering
882,48,047050,KR7047050000,포스코인터내셔널,KOSPI,,49350,1,150,0.3,49950,49950,48400,722552,35560658300,86817,175922788,STK,철강/비철금속,Trading Companies & Distributors
884,1293,047310,KR7047310008,파워로직스,KOSDAQ,중견기업부,4735,1,75,1.61,4720,4740,4675,96892,457183620,1733,36610755,KSQ,IT하드웨어/반도체,Mobile phone and Mobile accessory
886,1156,047560,KR7047560008,이스트소프트,KOSDAQ,중견기업부,20550,1,150,0.74,20550,20750,20400,99267,2038308175,2389,11626292,KSQ,IT소프트웨어,Software
888,51,047810,KR7047810007,한국항공우주,KOSPI,,82500,1,400,0.49,82100,82700,81000,424369,34859147900,80416,97475107,STK,방위산업,Commercial Services & Supplies
889,1466,047820,KR7047820006,초록뱀미디어,KOSDAQ,중견기업부,5100,3,0,0.0,5060,5150,5050,41824,212838140,1247,24453930,KSQ,엔터테인먼트,Media
890,938,047920,KR7047920004,HLB제약,KOSDAQ,기술성장기업부,19520,1,120,0.62,19410,19800,19300,102617,2009289265,6210,31814994,KSQ,바이오/제약/신약개발,Pharmaceuticals
891,959,048410,KR7048410005,현대바이오,KOSDAQ,중견기업부,11010,2,-140,-1.26,11220,11290,11000,113620,1261836020,5287,48021608,KSQ,바이오/제약/신약개발,Personal Products
892,1462,048430,KR7048430003,유라테크,KOSDAQ,우량기업부,10950,2,-40,-0.36,11060,11110,10510,290802,3153535535,1261,11520000,KSQ,자동차 부품,Auto Components
894,1391,048530,KR7048530000,인트론바이오,KOSDAQ,기술성장기업부,4165,2,-30,-0.72,4185,4225,4145,42676,178558150,1422,34150762,KSQ,바이오/제약/신약개발,Biotechnology
895,1406,048550,KR7048550008,SM C&C,KOSDAQ,중견기업부,1440,1,1,0.07,1439,1456,1431,391023,563155957,1392,96714620,KSQ,엔터테인먼트,Media
898,1157,048870,KR7048870000,시너지이노베이션,KOSDAQ,우량기업부,2870,2,-55,-1.88,2940,2980,2860,616041,1781732263,2374,82723147,KSQ,바이오/제약/신약개발,Health Care Equipment & Supplies
899,1416,048910,KR7048910004,대원미디어,KOSDAQ,우량기업부,10900,1,630,6.13,10400,10990,10310,302297,3247184505,1371,12578946,KSQ,엔터테인먼트,Media
900,1103,049070,KR7049070006,인탑스,KOSDAQ,우량기업부,16620,1,300,1.84,16340,16840,16340,54865,913227875,2858,17200000,KSQ,IT하드웨어/반도체,Mobile phone and Mobile accessory
906,1463,049520,KR7049520000,유아이엘,KOSDAQ,중견기업부,3895,2,-50,-1.27,3945,3975,3850,125514,489954783,1256,32247404,KSQ,자동차 부품,Mobile phone and Mobile accessory
909,1403,049720,KR7049720006,고려신용정보,KOSDAQ,우량기업부,9790,2,-50,-0.51,9840,9880,9750,22745,223161985,1399,14300000,KSQ,기타금융,Commercial Services & Supplies
910,251,049770,KR7049770001,동원F&B,KOSPI,,36000,2,-350,-0.96,36200,36400,35200,58990,2111412200,6946,19295620,STK,음식료,Food Products
913,1326,049950,KR7049950009,미래컴퍼니,KOSDAQ,우량기업부,18450,1,200,1.1,18290,18600,18290,10890,200974615,1626,8817884,KSQ,IT하드웨어/반도체,Display and Display accessory
914,1482,049960,KR7049960008,쎌바이오텍,KOSDAQ,우량기업부,12930,2,-10,-0.08,12960,12970,12850,7353,94768530,1215,9400000,KSQ,바이오/제약/신약개발,Biotechnology
920,1007,050890,KR7050890003,쏠리드,KOSDAQ,우량기업부,6760,1,90,1.35,6740,6810,6700,326189,2202679725,4130,61095231,KSQ,통신,Commuications Equipment
921,1568,050960,KR7050960004,수산아이앤티,KOSDAQ,벤처기업부,15790,1,220,1.41,15570,15850,15250,50731,793341795,1065,6751000,KSQ,IT소프트웨어,Software
922,1372,051160,KR7051160000,지어소프트,KOSDAQ,우량기업부,9520,1,250,2.7,9290,9570,9270,102707,969672130,1473,15474430,KSQ,유통,Distributors
923,1135,051360,KR7051360006,토비스,KOSDAQ,벤처기업부,16000,1,220,1.39,15900,16100,15790,50505,803672160,2570,16067058,KSQ,IT하드웨어/반도체,Display and Display accessory
924,1226,051370,KR7051370005,인터플렉스,KOSDAQ,우량기업부,8490,1,20,0.24,8510,8540,8400,25966,219893930,1980,23327472,KSQ,IT하드웨어/반도체,Electtronic Equipment & Instruments
928,1113,051500,KR7051500007,CJ프레시웨이,KOSDAQ,우량기업부,23500,1,100,0.43,23400,23700,22950,32615,764147325,2789,11871586,KSQ,음식료,Food Products
929,135,051600,KR7051600005,한전KPS,KOSPI,,42050,1,500,1.2,43000,43050,41600,111761,4705396100,18922,45000000,STK,전력기기,Eletric Utilities
932,73,051900,KR7051900009,LG생활건강,KOSPI,,319500,2,-2500,-0.78,323000,324500,317500,24511,7841423750,49900,15618197,STK,필수소비재,Personal Products
