Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Sector,FICS
015760,KR7015760002,한국전력,KOSPI,,26350,1,250,0.96,26150,26900,26150,1199059,31904475550,169157,641964077,STK,유틸리티,Eletric Utilities
015860,KR7015860000,일진홀딩스,KOSPI,,3950,1,55,1.41,3920,3970,3895,69214,273354076,1949,49347483,STK,지주회사,Electrical Equipment
015890,KR7015890007,태경산업,KOSPI,,4995,2,-5,-0.1,4990,5000,4945,17284,85998458,1459,29228750,STK,정유/화학/가스,Industrial Conglomerates
016360,KR7016360000,삼성증권,KOSPI,,54200,2,-1100,-1.99,54800,55400,54000,234664,12836732900,48400,89300000,STK,증권,Capital Markets
016380,KR7016380008,KG스틸,KOSPI,,5940,1,30,0.51,5980,5980,5890,32112,189919510,5940,100008897,STK,철강/비철금속,Metal & Mining
016450,KR7016450009,한세예스24홀딩스,KOSPI,,3850,2,-10,-0.26,3865,3870,3835,11392,43855585,1540,40000000,STK,지주회사,"Textiles,Apparel"
016580,KR7016580003,환인제약,KOSPI,,11520,3,0,0.0,11520,11520,11470,5847,67176290,2142,18600070,STK,바이오/제약/신약개발,Pharmaceuticals
016590,KR7016590002,신대양제지,KOSPI,,8300,3,0,0.0,8300,8450,7820,18028,147560470,3344,40297820,STK,제지,Paper & Forest Products
016610,KR7016610008,DB증권,KOSPI,,6520,2,-20,-0.31,6560,6560,6490,7187,46765110,2767,42446389,STK,증권,Capital Markets
016710,KR7016710006,대성홀딩스,KOSPI,,7490,3,0,0.0,7540,7540,7470,4535,34019895,1205,16089459,STK,지주회사,Gas Utility
016790,KR7016790008,현대사료,KOSDAQ,중견기업부,994,0,0,0.0,0,0,0,0,0,1873,188471729,KSQ,음식료,Food Products
016800,KR7016800005,퍼시스,KOSPI,,44650,1,50,0.11,44250,45500,44250,431,19361550,5134,11500000,STK,홈리빙/가구,Household Durables
016880,KR7016880007,웅진,KOSPI,,1688,1,46,2.8,1612,1691,1611,746170,1236925244,1349,79927080,STK,지주회사,Media
017370,KR7017370008,우신시스템,KOSPI,,7090,2,-50,-0.7,7090,7170,6960,56846,401902865,1298,18314054,STK,자동차 부품,Auto Components
017390,KR7017390006,서울가스,KOSPI,,52200,1,200,0.38,52000,52300,51800,2547,132846500,2610,5000000,STK,정유/화학/가스,Gas Utility
017510,KR7017510009,세명전기,KOSDAQ,중견기업부,7090,2,-30,-0.42,7130,7130,6890,348908,2442373165,1080,15246000,KSQ,전력기기,Electrical Equipment
017550,KR7017550005,수산세보틱스,KOSPI,,1881,2,-7,-0.37,1889,1897,1865,59369,111998064,1173,62399130,STK,로봇,Machinery
017670,KR7017670001,SK텔레콤,KOSPI,,51200,2,-100,-0.19,51100,51800,51100,692695,35527789750,109972,214790053,STK,통신,Wireless Telecommunication Services
017800,KR7017800004,현대엘리베이터,KOSPI,,74200,2,-2700,-3.51,76200,76900,73800,166205,12412030450,29006,39092385,STK,조선/기계/중공업,Machinery
017810,KR7017810003,풀무원,KOSPI,,14710,2,-330,-2.19,15080,15080,14620,118900,1753094255,5607,38120542,STK,음식료,Food Products
017860,KR7017860008,DS단석,KOSPI,,25400,1,550,2.21,24800,26200,24800,137930,3534497650,4466,17584212,STK,신재생에너지,Chemicals
017890,KR7017890005,한국알콜,KOSDAQ,우량기업부,9310,2,-90,-0.96,9400,9410,9270,14217,132317475,2011,21605760,KSQ,정유/화학/가스,Chemicals
017900,KR7017900002,광전자,KOSPI,,1851,3,0,0.0,1865,1867,1851,13838,25656709,1072,57943763,STK,IT하드웨어/반도체,Electtronic Equipment & Instruments
017940,KR7017940008,E1,KOSPI,,65600,1,300,0.46,64900,65700,64900,3959,259314200,4500,6860000,STK,정유/화학/가스,"Oil, Gas & consumable Fuels"
017960,KR7017960006,한국카본,KOSPI,,21300,1,200,0.95,21150,21400,20600,342772,7245038100,11056,51908452,STK,조선/기계/중공업,Chemicals
018000,KR7018000000,유니슨,KOSDAQ,중견기업부,1684,2,-61,-3.5,1750,1805,1678,3939476,6852428342,2835,168391564,KSQ,신재생에너지,Energy Equipment & service
018120,KR7018120006,진로발효,KOSDAQ,우량기업부,17940,2,-40,-0.22,18000,18000,17940,881,15843535,1187,6621120,KSQ,음식료,Beverages
018250,KR7018250001,애경산업,KOSPI,,14560,2,-140,-0.95,14830,14880,14550,31716,464378605,3845,26409935,STK,화장품,Personal Products
018260,KR7018260000,삼성에스디에스,KOSPI,,130100,2,-900,-0.69,129500,131100,129300,30328,3944879300,100668,77377800,STK,IT소프트웨어,IT Services
018290,KR7018290007,브이티,KOSDAQ,우량기업부,40650,1,350,0.87,40050,40700,39300,336652,13503408525,14551,35798007,KSQ,화장품,Personal Products
018310,KR7018310003,삼목에스폼,KOSDAQ,우량기업부,21700,2,-600,-2.69,22450,22450,21650,10194,222401750,3189,14700000,KSQ,건자재,Building Products
018470,KR7018470005,조일알미늄,KOSPI,,1614,1,3,0.19,1612,1680,1586,1611060,2627938274,2043,126631721,STK,철강/비철금속,Metal & Mining
018670,KR7018670000,SK가스,KOSPI,,219000,2,-4500,-2.01,223500,223500,219000,4408,972862250,20247,9245244,STK,정유/화학/가스,"Oil, Gas & consumable Fuels"
018880,KR7018880005,한온시스템,KOSPI,,3485,2,-40,-1.13,3480,3545,3460,258706,906763193,23654,678762552,STK,자동차 부품,Auto Components
019010,KR7019010008,베뉴지,KOSDAQ,중견기업부,2200,1,20,0.92,2160,2205,2150,33332,73103837,1060,48200000,KSQ,미디어,Multiline Retail
019170,KR7019170000,신풍제약,KOSPI,,7700,1,260,3.49,7560,7900,7360,93635,718782975,4079,52984990,STK,바이오/제약/신약개발,Pharmaceuticals
019210,KR7019210004,와이지-원,KOSDAQ,우량기업부,6020,2,-30,-0.5,6000,6090,5940,114754,688569745,2021,33573819,KSQ,조선/기계/중공업,Machinery
019440,KR7019440007,세아특수강,KOSPI,,13540,3,0,0.0,13540,13550,13490,2888,39054500,1160,8570000,STK,철강/비철금속,Metal & Mining
019550,KR7019550003,SBI인베스트먼트,KOSDAQ,벤처기업부,767,1,28,3.79,870,871,751,8488127,6797645653,1243,162066575,KSQ,창업투자/VC,Diversified Financial Services
019680,KR7019680008,대교,KOSPI,,2325,1,10,0.43,2290,2390,2290,13606,31754085,1969,84702850,STK,미디어,Education
020000,KR7020000006,한섬,KOSPI,,15570,2,-260,-1.64,15830,15830,15560,31979,499997365,3493,22437747,STK,의류,"Textiles,Apparel"
020120,KR7020120002,키다리스튜디오,KOSPI,,3480,2,-25,-0.71,3535,3535,3470,46780,163069575,1289,37063766,STK,미디어,Media
020150,KR7020150009,롯데에너지머티리얼즈,KOSPI,,22100,2,-200,-0.9,22300,22450,21950,26330,583561000,11572,52365463,STK,이차전지 소재,Electtronic Equipment & Instruments
020560,KR7020560009,아시아나항공,KOSPI,,9730,2,-40,-0.41,9820,9820,9640,28273,275195805,20042,205990711,STK,운송/항공/물류,Airlines
021080,KR7021080007,에이티넘인베스트,KOSDAQ,우량기업부,2390,2,-20,-0.83,2385,2420,2375,224974,537689966,1147,48000000,KSQ,창업투자/VC,Diversified Financial Services
021240,KR7021240007,코웨이,KOSPI,,97300,2,-900,-0.92,96800,98900,96300,155579,15183779800,70604,72563745,STK,홈리빙/가구,Household Durables
022100,KR7022100002,포스코DX,KOSPI,,22950,2,-350,-1.5,23300,23500,22900,154952,3587958550,34891,152034729,STK,IT서비스,IT Services
023160,KR7023160005,태광,KOSDAQ,우량기업부,18300,2,-370,-1.98,18800,18820,18300,126958,2343563560,4849,26500000,KSQ,정유/화학/가스,Machinery
023410,KR7023410004,유진기업,KOSDAQ,우량기업부,3460,2,-15,-0.43,3475,3475,3450,62204,215016837,2674,77310863,KSQ,건자재,Construction Materials
023440,KR7023440001,제이스코홀딩스,KOSDAQ,중견기업부,1721,2,-1,-0.06,1722,1750,1702,131376,226011351,1274,74057571,KSQ,지주회사,Metal & Mining
023450,KR7023450000,동남합성,KOSPI,,33450,2,-750,-2.19,34200,34200,33450,1115,37709650,1170,3500000,STK,정유/화학/가스,Chemicals
023530,KR7023530009,롯데쇼핑,KOSPI,,76500,1,2200,2.96,74100,77200,73800,53417,4075450150,21640,28288755,STK,유통,Distributors
023590,KR7023590003,다우기술,KOSPI,,23550,1,50,0.21,23550,23750,23500,39287,927689925,10566,44866617,STK,IT소프트웨어,Capital Markets
023600,KR7023600000,삼보판지,KOSDAQ,우량기업부,8360,2,-80,-0.95,8410,8430,8360,4403,36917740,1351,16170000,KSQ,건자재,Containers & Packaging
023760,KR7023760002,한국캐피탈,KOSDAQ,우량기업부,617,2,-2,-0.32,620,621,614,87223,53822085,1947,315609576,KSQ,기타금융,Consumer Finance
023900,KR7023900004,풍국주정,KOSDAQ,우량기업부,9060,2,-30,-0.33,9140,9140,9010,4376,39625500,1141,12600000,KSQ,음식료,Chemicals
023910,KR7023910003,대한약품,KOSDAQ,우량기업부,27650,1,350,1.28,27400,27800,27150,7446,204730050,1659,6000000,KSQ,바이오/제약/신약개발,Pharmaceuticals
024060,KR7024060006,흥구석유,KOSDAQ,중견기업부,11160,2,-60,-0.53,11180,11220,10420,82651,915653205,1674,15000000,KSQ,유통/소매,"Oil, Gas & consumable Fuels"
024090,KR7024090003,디씨엠,KOSPI,,12730,1,20,0.16,12710,12830,12570,21026,267302010,1451,11400000,STK,철강/비철금속,Metal & Mining
024110,KR7024110009,기업은행,KOSPI,,15420,2,-10,-0.06,15300,15440,15300,271624,4181866340,122963,797425869,STK,은행,Commercial Banks
024720,KR7024720005,콜마홀딩스,KOSPI,,9780,2,-180,-1.81,9900,10000,9600,138775,1364415275,3354,34296259,STK,화장품,Personal Products
024850,KR7024850000,HLB이노베이션,KOSDAQ,중견기업부,2085,1,20,0.97,2065,2100,2030,135737,281532065,3008,144304123,KSQ,바이오/제약/신약개발,Semiconductors & Semiconductor Equipment
025000,KR7025000001,KPX케미칼,KOSPI,,45650,1,100,0.22,45600,45700,45400,2135,97371700,2209,4840000,STK,정유/화학/가스,Chemicals
025320,KR7025320003,시노펙스,KOSDAQ,우량기업부,6550,1,10,0.15,6510,6590,6440,210370,1372396615,5763,87991570,KSQ,IT하드웨어/반도체,Mobile phone and Mobile accessory
025540,KR7025540006,한국단자,KOSPI,,64000,2,-1500,-2.29,65100,65500,63500,19621,1266876450,6665,10415000,STK,자동차 부품,Auto Components
025550,KR7025550005,한국선재,KOSDAQ,우량기업부,4065,2,-40,-0.97,4040,4240,3950,1714250,7020187518,1037,25514004,KSQ,철강/비철금속,Metal & Mining
025770,KR7025770009,한국정보통신,KOSDAQ,우량기업부,7690,2,-20,-0.26,7710,7710,7620,1426,10911640,2879,37444271,KSQ,IT소프트웨어,Commercial Services & Supplies
025820,KR7025820002,이구산업,KOSPI,,4285,2,-65,-1.49,4325,4375,4255,132393,567761626,1432,33442000,STK,철강/비철금속,Metal & Mining
025860,KR7025860008,남해화학,KOSPI,,7080,1,240,3.51,6840,7230,6840,388762,2760307295,3517,49678843,STK,정유/화학/가스,Chemicals
025900,KR7025900002,동화기업,KOSDAQ,중견기업부,8440,2,-40,-0.47,8400,8500,8310,36403,306304240,4267,50557285,KSQ,건자재,Building Products
025950,KR7025950007,동신건설,KOSDAQ,우량기업부,39725,2,-2875,-6.75,42600,42600,39100,103673,4176843750,3336,8400000,KSQ,건설,Construction & Engineering
025980,KR7025980004,아난티,KOSDAQ,우량기업부,7040,2,-20,-0.28,7080,7120,7000,236362,1664147120,6239,88629478,KSQ,유통/소매,Hotel & Leisure
026150,KR7026150003,특수건설,KOSDAQ,중견기업부,8270,1,120,1.47,8150,8390,8150,75141,622778550,1451,17546331,KSQ,건설,Construction & Engineering
026890,KR7026890004,스틱인베스트먼트,KOSPI,,9880,2,-100,-1.0,9980,10050,9860,38843,385908715,4117,41678175,STK,창업투자/VC,Diversified Financial Services
026960,KR7026960005,동서,KOSPI,,25100,2,-450,-1.76,25250,25500,24950,27724,695839400,25024,99700000,STK,음식료,Food Products
027360,KR7027360007,아주IB투자,KOSDAQ,벤처기업부,2370,1,20,0.85,2350,2405,2350,424877,1010162728,2866,120945406,KSQ,창업투자/VC,Diversified Financial Services
027410,KR7027410000,BGF,KOSPI,,3635,3,0,0.0,3635,3645,3605,34728,125964980,3479,95716791,STK,지주회사,Chemicals
027710,KR7027710003,팜스토리,KOSDAQ,중견기업부,1315,2,-3,-0.23,1323,1323,1301,154181,201925030,1465,111416600,KSQ,음식료,Food Products
027830,KR7027830009,대성창투,KOSDAQ,벤처기업부,1984,2,-71,-3.45,2055,2065,1977,1002317,2011134311,1071,54000000,KSQ,창업투자/VC,Diversified Financial Services
027970,KR7027970003,한국제지,KOSPI,,848,2,-11,-1.28,859,862,810,88920,75144687,1612,190178237,STK,기타,Paper & Forest Products
028050,KR7028050003,삼성E&A,KOSPI,,20450,1,150,0.74,20200,20550,20150,222179,4530449575,40082,196000000,STK,건설,Construction & Engineering
028100,KR7028100006,동아지질,KOSPI,,14880,1,150,1.02,14770,14990,14700,12066,179727830,1992,13389502,STK,건설,Construction & Engineering
028260,KR7028260008,삼성물산,KOSPI,,123800,2,-1400,-1.12,124100,124800,123800,55943,6950191650,210430,169976544,STK,건설,Industrial Conglomerates
028300,KR7028300002,HLB,KOSDAQ,중견기업부,56800,2,-300,-0.53,56600,57100,56300,147892,8380844850,74649,131425086,KSQ,바이오/제약/신약개발,Health Care Equipment & Supplies
028670,KR7028670008,팬오션,KOSPI,,3630,1,30,0.83,3655,3700,3600,1087141,3965797676,19404,534569512,STK,운송/항공/물류,Marine
029460,KR7029460003,케이씨,KOSPI,,19000,2,-70,-0.37,19070,19090,18990,1880,35772020,2513,13231263,STK,전력기기,Semiconductors & Semiconductor Equipment
029480,KR7029480001,광무,KOSDAQ,중견기업부,2560,1,5,0.2,2550,2580,2500,113320,288920950,1408,55028621,KSQ,AI,Electtronic Equipment & Instruments
029530,KR7029530003,신도리코,KOSPI,,45050,1,1350,3.09,44300,45400,43500,15132,679179950,4541,10080029,STK,IT하드웨어/반도체,Office Electronics
029780,KR7029780004,삼성카드,KOSPI,,42150,1,100,0.24,41750,42200,41700,26206,1101830025,48834,115858891,STK,카드,Consumer Finance
029960,KR7029960002,코엔텍,KOSDAQ,우량기업부,8930,3,0,0.0,8930,8950,8930,65942,589036160,4338,48580720,KSQ,유틸리티,Commercial Services & Supplies
030000,KR7030000004,제일기획,KOSPI,,18470,2,-90,-0.48,18410,18560,18370,69368,1281096860,21248,115041225,STK,미디어,Media
030190,KR7030190003,NICE평가정보,KOSPI,,14345,1,585,4.25,13710,14450,13670,99148,1404886855,8536,59506593,STK,기타금융,Commercial Services & Supplies
030200,KR7030200000,KT,KOSPI,,51500,1,200,0.39,50900,51800,50900,130650,6724382850,129791,252021685,STK,통신,Wireless Telecommunication Services
030210,KR7030210009,다올투자증권,KOSPI,,3280,2,-80,-2.38,3390,3390,3260,91954,303836315,1997,60911106,STK,증권,Capital Markets
030520,KR7030520001,한글과컴퓨터,KOSDAQ,우량기업부,22150,2,-300,-1.34,22550,22750,22150,200214,4499116625,5355,24179744,KSQ,IT소프트웨어,Software
030530,KR7030530000,원익홀딩스,KOSDAQ,중견기업부,4612,2,-18,-0.39,4770,4800,4605,3860259,18096618505,3562,77237981,KSQ,지주회사,Semiconductors & Semiconductor Equipment
030610,KR7030610000,교보증권,KOSPI,,7060,2,-140,-1.94,7200,7200,7040,108441,772488795,8045,113962961,STK,증권,Capital Markets
030960,KR7030960009,양지사,KOSDAQ,중견기업부,8540,2,-50,-0.58,8590,8590,8510,12141,103711330,1364,15980000,KSQ,유통/소매,Commercial Services & Supplies
031210,KR7031210008,서울보증보험,KOSPI,,35200,2,-1800,-4.86,37100,38350,35050,341087,12421853650,24577,69821598,STK,보험,Insurance
031330,KR7031330004,에스에이엠티,KOSDAQ,우량기업부,2815,2,-50,-1.75,2870,2875,2810,110792,313668762,2814,99995067,KSQ,IT하드웨어/반도체,Electtronic Equipment & Instruments
031430,KR7031430002,신세계인터내셔날,KOSPI,,10390,1,200,1.96,10250,10610,10120,195439,2040030770,3672,35343000,STK,의류,"Textiles,Apparel"
031440,KR7031440001,신세계푸드,KOSPI,,33950,1,550,1.65,33400,34050,33350,13404,453798350,1314,3872480,STK,음식료,Food Products
031980,KR7031980006,피에스케이홀딩스,KOSDAQ,우량기업부,35550,2,-3250,-8.38,38800,39250,34950,370222,13503376025,7665,21562395,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
032190,KR7032190001,다우데이타,KOSDAQ,우량기업부,13450,1,190,1.43,13360,13630,13360,97903,1322224675,5151,38300000,KSQ,IT소프트웨어,Capital Markets
032300,KR7032300006,한국파마,KOSDAQ,중견기업부,14420,2,-120,-0.83,14530,14530,14310,2292,32999210,1572,10906701,KSQ,바이오/제약/신약개발,Pharmaceuticals
032350,KR7032350001,롯데관광개발,KOSPI,,11300,1,550,5.12,10980,11470,10850,923263,10387831180,8610,76196183,STK,유통,Hotel & Leisure
032500,KR7032500001,케이엠더블유,KOSDAQ,중견기업부,8740,2,-140,-1.58,8710,8810,8680,20621,179871120,3480,39820883,KSQ,통신,Commuications Equipment
032620,KR7032620007,유비케어,KOSDAQ,중견기업부,3870,2,-10,-0.26,3900,3910,3845,99660,386456377,2020,52197139,KSQ,헬스케어,Health Care Equipment & Supplies
032640,KR7032640005,LG유플러스,KOSPI,,12960,2,-120,-0.92,12950,13030,12870,468346,6072575345,56584,436611361,STK,통신,Wireless Telecommunication Services
032820,KR7032820003,우리기술,KOSDAQ,벤처기업부,1829,2,-14,-0.76,1850,1871,1816,2087917,3827480325,3011,164677432,KSQ,전력기기,Commercial Services & Supplies
032830,KR7032830002,삼성생명,KOSPI,,83500,2,-2800,-3.24,85000,85100,83100,130718,10966321200,167000,200000000,STK,보험,Insurance
033100,KR7033100009,제룡전기,KOSDAQ,우량기업부,33000,2,-850,-2.51,34200,34350,32250,169915,5581087275,5300,16062409,KSQ,전력기기,Electrical Equipment
033160,KR7033160003,엠케이전자,KOSDAQ,중견기업부,8160,2,-40,-0.49,8120,8260,8060,40712,332230140,1800,22066331,KSQ,반도체 소재,Semiconductors & Semiconductor Equipment
033180,KR7033180001,KH 필룩스,KOSPI,,6630,0,0,0.0,0,0,0,0,0,1282,19345405,STK,건자재,Electtronic Equipment & Instruments
033230,KR7033230004,인성정보,KOSDAQ,중견기업부,2297,2,-43,-1.84,2340,2340,2275,946169,2174118774,1160,50515380,KSQ,헬스케어,IT Services
033240,KR7033240003,자화전자,KOSPI,,13040,1,80,0.62,12980,13140,12890,42076,548597885,2889,22155870,STK,IT하드웨어/반도체,Commuications Equipment
033270,KR7033270000,유나이티드제약,KOSPI,,19510,1,80,0.41,19370,19530,19220,22386,433246940,3186,16333822,STK,바이오/제약/신약개발,Pharmaceuticals
033290,KR7033290008,코웰패션,KOSDAQ,중견기업부,2070,2,-10,-0.48,2095,2095,2045,21149,43733848,1162,56156301,KSQ,의류,Road & Rail
033320,KR7033320003,제이씨현시스템,KOSDAQ,벤처기업부,5800,1,30,0.52,5800,5900,5760,243173,1414938025,1108,19114432,KSQ,IT하드웨어/반도체,Computers & Peripherals
033500,KR7033500000,동성화인텍,KOSDAQ,우량기업부,25200,1,100,0.4,25150,25350,24600,153187,3822129050,7557,29989494,KSQ,정유/화학/가스,Chemicals
033530,KR7033530007,SJG세종,KOSPI,,4310,2,-50,-1.15,4340,4365,4300,14201,61240217,1199,27820961,STK,자동차 부품,Auto Components
033640,KR7033640004,네패스,KOSDAQ,중견기업부,7880,1,530,7.21,7500,8220,7370,211823,1678239300,1817,23059202,KSQ,IT하드웨어/반도체,Semiconductors & Semiconductor Equipment
033780,KR7033780008,KT&G,KOSPI,,116300,2,-300,-0.26,115200,117400,115200,87979,10245309800,141958,122062497,STK,필수소비재,Tobacco
033790,KR7033790007,피노,KOSDAQ,중견기업부,5510,2,-350,-5.97,5870,5870,5460,105309,588189320,1257,22822800,KSQ,창업투자/VC,Commuications Equipment
033920,KR7033920000,무학,KOSPI,,7190,2,-10,-0.14,7200,7290,7130,52138,375178750,2049,28500000,STK,음식료,Beverages
034020,KR7034020008,두산에너빌리티,KOSPI,,31750,1,450,1.44,31900,32750,31100,7135321,226994378050,203378,640561146,STK,원자력,Machinery
034120,KR7034120006,SBS,KOSPI,,22650,1,2000,9.69,21150,22650,21150,222623,4932011900,4201,18551238,STK,미디어,Media
034220,KR7034220004,LG디스플레이,KOSPI,,8690,2,-40,-0.46,8690,8800,8680,358427,3132030975,43450,500000000,STK,디스플레이 패널,Display and Display accessory
034230,KR7034230003,파라다이스,KOSPI,,13020,1,120,0.93,12900,13190,12810,281377,3679909015,11948,91771623,STK,유통/소매,Hotel & Leisure
034310,KR7034310003,NICE,KOSPI,,11500,3,0,0.0,11500,11560,11380,19133,219320295,4269,37128442,STK,기타금융,IT Services
034590,KR7034590000,인천도시가스,KOSPI,,24850,2,-50,-0.2,25000,25050,24650,2218,55044900,1087,4374754,STK,유틸리티,Gas Utility
034730,KR7034730002,SK,KOSPI,,138900,1,100,0.07,137600,139800,137600,40339,5607660900,100706,72502703,STK,지주회사,"Oil, Gas & consumable Fuels"
034810,KR7034810002,해성산업,KOSDAQ,중견기업부,6530,3,0,0.0,6560,6560,6470,6595,42983820,2125,32556857,KSQ,건자재,Paper & Forest Products
034830,KR7034830000,한국토지신탁,KOSPI,,1072,2,-5,-0.46,1076,1077,1070,115646,124114152,2706,252489230,STK,기타금융,Real Estate
034950,KR7034950006,한국기업평가,KOSDAQ,우량기업부,90800,1,200,0.22,90700,91400,90700,1627,148200150,4122,4540514,KSQ,기타금융,Commercial Services & Supplies
035000,KR7035000009,HS애드,KOSPI,,7140,2,-10,-0.14,7140,7180,7070,10544,75178950,1182,16567409,STK,미디어,Media
035080,KR7035080001,그래디언트,KOSDAQ,중견기업부,14760,1,180,1.23,14740,14810,14520,24756,363893480,2018,13676598,KSQ,AI,Internet Retail
035150,KR7035150002,백산,KOSPI,,14530,2,-150,-1.02,14610,14610,14370,18560,269069820,3087,21250000,STK,IT소프트웨어,"Textiles,Apparel"
035250,KR7035250000,강원랜드,KOSPI,,17200,1,230,1.36,16930,17270,16910,549978,9442915385,36797,213940500,STK,유통/소매,Hotel & Leisure
035420,KR7035420009,NAVER,KOSPI,,189800,2,-1400,-0.73,189800,190200,188200,219508,41542538400,300713,158437008,STK,IT소프트웨어,Internet Services
035510,KR7035510007,신세계 I&C,KOSPI,,12680,1,580,4.79,13500,13520,12640,661605,8628974920,1772,13980900,STK,IT소프트웨어,IT Services
035600,KR7035600006,KG이니시스,KOSDAQ,우량기업부,8890,2,-20,-0.22,8850,8950,8850,24384,217069955,2449,27554434,KSQ,IT소프트웨어,Internet Services
035610,KR7035610005,솔본,KOSDAQ,벤처기업부,3770,2,-70,-1.82,3805,3825,3755,86802,327948545,1030,27345997,KSQ,창업투자/VC,Health Care Equipment & Supplies
035720,KR7035720002,카카오,KOSPI,,37750,2,-200,-0.53,37750,37850,37250,845868,31806978425,167577,443913939,STK,IT소프트웨어,Internet Services
035760,KR7035760008,CJ ENM,KOSDAQ GLOBAL,중견기업부,57400,2,-400,-0.69,57800,57800,56700,30975,1769985650,12587,21929154,KSQ,엔터테인먼트,Media
035810,KR7035810001,이지홀딩스,KOSDAQ,우량기업부,3685,2,-80,-2.12,3760,3760,3650,206778,763988953,2377,64516185,KSQ,지주회사,Food Products
035890,KR7035890003,서희건설,KOSDAQ,우량기업부,1634,2,-10,-0.61,1655,1655,1619,119803,195031175,3755,229808457,KSQ,건설,Construction & Engineering
035900,KR7035900000,JYP Ent.,KOSDAQ GLOBAL,우량기업부,74000,1,4900,7.09,72600,75500,71600,1249368,92223460550,26294,35532492,KSQ,엔터테인먼트,Media
036030,KR7036030005,케이티알파,KOSDAQ,우량기업부,4075,1,80,2.0,4065,4110,4005,104701,425684182,1997,49019283,KSQ,IT소프트웨어,Internet Retail
036190,KR7036190007,금화피에스시,KOSDAQ,우량기업부,26500,1,200,0.76,26350,26850,26150,6134,163118950,1590,6000000,KSQ,전력기기,Construction & Engineering
036200,KR7036200004,유니셈,KOSDAQ,우량기업부,6300,2,-40,-0.63,6360,6390,6260,35131,221270230,1931,30664223,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
036220,KR7036220002,오상헬스케어,KOSDAQ,중견기업부,15690,2,-10,-0.06,15700,15800,15640,11023,173313460,2276,14509416,KSQ,진단기기/의료기기,Health Care Equipment & Supplies
036420,KR7036420008,콘텐트리중앙,KOSPI,,9420,2,-120,-1.26,9550,9680,9400,17083,162327115,1814,19262308,STK,엔터테인먼트,Media
036460,KR7036460004,한국가스공사,KOSPI,,35850,3,0,0.0,35850,36050,35500,211841,7584763925,33094,92313000,STK,유틸리티,Gas Utility
036530,KR7036530004,SNT홀딩스,KOSPI,,37700,1,200,0.53,37500,38000,37200,6725,253654900,6146,16303886,STK,조선/기계/중공업,Auto Components
036540,KR7036540003,SFA반도체,KOSDAQ,우량기업부,3175,1,10,0.32,3160,3200,3125,200345,634873345,5221,164460303,KSQ,IT하드웨어/반도체,Semiconductors & Semiconductor Equipment
036560,KR7036560001,KZ정밀,KOSDAQ,우량기업부,12120,1,80,0.66,11990,12200,11990,5513,66852875,1908,15750000,KSQ,자동차 부품,Machinery
036570,KR7036570000,엔씨소프트,KOSPI,,157200,2,-1300,-0.82,156400,157900,153700,57721,9028054750,33867,21544022,STK,게임,Game Software
036620,KR7036620003,감성코퍼레이션,KOSDAQ,우량기업부,4015,1,85,2.16,3995,4115,3975,752987,3052225485,3751,93431558,KSQ,의류,"Textiles,Apparel"
036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,19510,1,310,1.61,19210,19590,19170,16157,313616125,1951,10000000,KSQ,IT소프트웨어,Commercial Services & Supplies
036810,KR7036810000,에프에스티,KOSDAQ,우량기업부,19100,2,-240,-1.24,19160,19480,18990,29742,571326090,4193,21956348,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
036830,KR7036830008,솔브레인홀딩스,KOSDAQ GLOBAL,우량기업부,32200,2,-500,-1.53,32250,33000,31550,27713,895092850,6750,20964056,KSQ,지주회사,Electtronic Equipment & Instruments
036890,KR7036890002,진성티이씨,KOSDAQ,우량기업부,9460,2,-240,-2.47,9680,9680,9420,53926,510966220,2126,22482268,KSQ,조선/기계/중공업,Machinery
036930,KR7036930006,주성엔지니어링,KOSDAQ GLOBAL,우량기업부,35850,2,-450,-1.24,36300,36750,35700,242167,8753982050,16945,47268321,KSQ,반도체 장비,Semiconductors & Semiconductor Equipment
037070,KR7037070000,파세코,KOSDAQ,중견기업부,7000,2,-20,-0.28,7020,7090,6850,49559,345904985,1400,20000000,KSQ,가전제품,Household Durables
037270,KR7037270006,YG PLUS,KOSPI,,5790,2,-90,-1.53,5940,6010,5770,523861,3068139710,3672,63429410,STK,엔터테인먼트,Media
037460,KR7037460003,삼지전자,KOSDAQ,벤처기업부,10460,2,-410,-3.77,10870,10880,10390,72023,762022375,1706,16318522,KSQ,통신,Commuications Equipment
037560,KR7037560000,LG헬로비전,KOSPI,,2635,1,40,1.54,2590,2665,2575,377602,994126164,2040,77446865,STK,미디어,Media
037710,KR7037710001,광주신세계,KOSPI,,27950,2,-250,-0.89,28200,28200,27900,12376,347069375,2224,7957190,STK,유통,Multiline Retail
038110,KR7038110003,에코플라스틱,KOSDAQ,우량기업부,2965,2,-60,-1.98,3020,3035,2955,411584,1225810349,1220,41169370,KSQ,자동차 부품,Auto Components
038290,KR7038290003,마크로젠,KOSDAQ,중견기업부,15800,3,0,0.0,15890,15890,15720,3946,62261360,1712,10841400,KSQ,바이오/제약/신약개발,Biotechnology
